[1388, 886]
[folio, [656.0, 53.0, 190.0, 18.0], xykKJa3bd0, 5742673]
[paragraph, [27.0, 794.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 812.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 830.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 848.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 866.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 884.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 902.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 920.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 938.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 956.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 974.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 992.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1010.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1028.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1046.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1064.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1082.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1100.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1118.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1136.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1154.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1172.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1190.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1208.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1226.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1244.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1262.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1280.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [27.0, 1298.0, 412.0, 18.0], bkM0NGpCLM, 5742673]
[paragraph, [449.0, 130.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 148.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 166.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 184.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 202.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 220.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 238.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 256.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 274.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 292.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 310.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 328.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 346.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 364.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 382.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [449.0, 400.0, 403.0, 18.0], AubrDsAFzw, 5742673]
[paragraph, [447.0, 424.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 442.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 460.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 478.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 496.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 514.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 532.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 550.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 568.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 586.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 604.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 622.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 640.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 658.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 676.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 694.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 712.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 730.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 748.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 766.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 784.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 802.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 820.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 838.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 856.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 874.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 892.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 910.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 928.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 946.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 964.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 982.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1000.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1018.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1036.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1054.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1072.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1090.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1108.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1126.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1144.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1162.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1180.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1198.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1216.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1234.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1252.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1270.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1288.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[paragraph, [447.0, 1306.0, 404.0, 18.0], fTpxw01GTz, 5742673]
[footnote, [565.0, 1348.0, 271.0, 18.0], shoonya_0sX3EZGM9TPF06, 5742673]
