[1275, 750]
[folio, [226.0, 80.0, 300.0, 18.0], HnSFxiSHfO, 5767159]
[paragraph, [96.0, 713.0, 431.0, 18.0], shoonya_3sW86JDFNSB27Y, 5767159]
[paragraph, [96.0, 731.0, 431.0, 18.0], shoonya_3sW86JDFNSB27Y, 5767159]
[paragraph, [96.0, 749.0, 431.0, 18.0], shoonya_3sW86JDFNSB27Y, 5767159]
[paragraph, [96.0, 767.0, 431.0, 18.0], shoonya_3sW86JDFNSB27Y, 5767159]
[paragraph, [96.0, 785.0, 431.0, 18.0], shoonya_3sW86JDFNSB27Y, 5767159]
[paragraph, [380.0, 808.0, 286.0, 18.0], shoonya_1s3MHY8HVWOCBE, 5767159]
[paragraph, [380.0, 826.0, 286.0, 18.0], shoonya_1s3MHY8HVWOCBE, 5767159]
[paragraph, [73.0, 847.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 865.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 883.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 901.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 919.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 937.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 955.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 973.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 991.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 1009.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 1027.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 1045.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 1063.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 1081.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 1099.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 1117.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 1135.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
[paragraph, [73.0, 1153.0, 592.0, 18.0], shoonya_4s226EH3ZLW577, 5767159]
