[1362, 832]
[folio, [97.0, 50.0, 125.0, 18.0], VjBzoyJ6eV, 5782428]
[ordered-list, [98.0, 822.0, 651.0, 18.0], H3LccOzr86, 5782428]
[ordered-list, [98.0, 840.0, 651.0, 18.0], H3LccOzr86, 5782428]
[ordered-list, [98.0, 858.0, 651.0, 18.0], H3LccOzr86, 5782428]
[ordered-list, [98.0, 876.0, 651.0, 18.0], H3LccOzr86, 5782428]
[ordered-list, [98.0, 894.0, 651.0, 18.0], H3LccOzr86, 5782428]
[ordered-list, [98.0, 912.0, 651.0, 18.0], H3LccOzr86, 5782428]
[sub-ordered-list, [94.0, 661.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 679.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 697.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 715.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 733.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 751.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 769.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 787.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 805.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 823.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 841.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 859.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 877.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 895.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[sub-ordered-list, [94.0, 913.0, 649.0, 18.0], XcOyR2SiaZ, 5782428]
[ordered-list, [89.0, 988.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[ordered-list, [89.0, 1006.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[ordered-list, [89.0, 1024.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[ordered-list, [89.0, 1042.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[ordered-list, [89.0, 1060.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[ordered-list, [89.0, 1078.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[ordered-list, [89.0, 1096.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[ordered-list, [89.0, 1114.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[ordered-list, [89.0, 1132.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[ordered-list, [89.0, 1150.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[ordered-list, [89.0, 1168.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[ordered-list, [89.0, 1186.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[ordered-list, [89.0, 1204.0, 678.0, 18.0], EBhtlOoqkw, 5782428]
[sub-ordered-list, [98.0, 1103.0, 661.0, 18.0], Vn7-KPFhDR, 5782428]
[sub-ordered-list, [98.0, 1121.0, 661.0, 18.0], Vn7-KPFhDR, 5782428]
[sub-ordered-list, [98.0, 1139.0, 661.0, 18.0], Vn7-KPFhDR, 5782428]
[sub-ordered-list, [98.0, 1157.0, 661.0, 18.0], Vn7-KPFhDR, 5782428]
[sub-ordered-list, [98.0, 1175.0, 661.0, 18.0], Vn7-KPFhDR, 5782428]
[sub-ordered-list, [98.0, 1193.0, 661.0, 18.0], Vn7-KPFhDR, 5782428]
[sub-ordered-list, [98.0, 1211.0, 661.0, 18.0], Vn7-KPFhDR, 5782428]
