[2339, 1653]
[section-title, [24.0, 51.0, 94.0, 52.5], 7QutfZ80Qm, 5689909]
[second-level-question, [141.0, 1505.0, 789.0, 36.0], 7kxSPafLD8, 5689909]
[second-level-question, [141.0, 1541.0, 789.0, 36.0], 7kxSPafLD8, 5689909]
[options, [147.0, 1372.0, 607.0, 36.0], shoonya_11sAT3AOZ2FEIE, 5689909]
[options, [147.0, 1408.0, 607.0, 36.0], shoonya_11sAT3AOZ2FEIE, 5689909]
[options, [147.0, 1444.0, 607.0, 36.0], shoonya_11sAT3AOZ2FEIE, 5689909]
[options, [147.0, 1480.0, 607.0, 36.0], shoonya_11sAT3AOZ2FEIE, 5689909]
[options, [147.0, 1516.0, 607.0, 36.0], shoonya_11sAT3AOZ2FEIE, 5689909]
[options, [147.0, 1552.0, 607.0, 36.0], shoonya_11sAT3AOZ2FEIE, 5689909]
[placeholder-text, [17.0, 1623.0, 1626.0, 18.0], shoonya_12sPSVOBHJ405T, 5689909]
[placeholder-text, [17.0, 1641.0, 1626.0, 18.0], shoonya_12sPSVOBHJ405T, 5689909]
[placeholder-text, [17.0, 1685.0, 1631.0, 18.0], shoonya_8sCROEIN1MYQRZ, 5689909]
[placeholder-text, [17.0, 1703.0, 1631.0, 18.0], shoonya_8sCROEIN1MYQRZ, 5689909]
[placeholder-text, [19.0, 1731.0, 1624.0, 18.0], shoonya_6sVW1UY0TC3ZEV, 5689909]
[placeholder-text, [19.0, 1749.0, 1624.0, 18.0], shoonya_6sVW1UY0TC3ZEV, 5689909]
[placeholder-text, [21.0, 1786.0, 1631.0, 18.0], shoonya_5sARLON0NWLEGU, 5689909]
[placeholder-text, [21.0, 1804.0, 1631.0, 18.0], shoonya_5sARLON0NWLEGU, 5689909]
[paragraph, [129.0, 1881.0, 156.0, 36.0], _F0j9Y99Z8, 5689909]
[paragraph, [127.0, 1935.0, 156.0, 36.0], T49YlmCUBQ, 5689909]
[paragraph, [132.0, 1999.0, 156.0, 36.0], pzcDcOHZP1, 5689909]
[section-title, [17.0, 2074.0, 101.0, 52.5], kYp-EJx9G7, 5689909]
[paragraph, [131.0, 2087.0, 156.0, 36.0], M2Lhc-uq9X, 5689909]
[paragraph, [142.0, 2226.0, 1487.0, 36.0], shoonya_2sWNPWXLQDEDM0, 5689909]
[paragraph, [142.0, 2262.0, 1487.0, 36.0], shoonya_2sWNPWXLQDEDM0, 5689909]
[paragraph, [142.0, 2298.0, 1487.0, 36.0], shoonya_2sWNPWXLQDEDM0, 5689909]
