[1372, 849]
[section-title, [354.0, 68.0, 144.0, 30.0], shoonya_2s4S3MF9LO328R, 5709856]
[paragraph, [63.0, 435.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 453.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 471.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 489.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 507.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 525.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 543.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 561.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 579.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 597.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 615.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 633.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 651.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 669.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 687.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 705.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 723.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 741.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 759.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 777.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 795.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 813.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 831.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 849.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 867.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 885.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [63.0, 903.0, 728.0, 18.0], shoonya_1sJ4XF7XAGQ6BB, 5709856]
[paragraph, [60.0, 923.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 941.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 959.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 977.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 995.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1013.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1031.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1049.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1067.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1085.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1103.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1121.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1139.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1157.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1175.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1193.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1211.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1229.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1247.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
[paragraph, [60.0, 1265.0, 731.0, 18.0], shoonya_0sTO0L0LLD4SVV, 5709856]
