[2339, 1653]
[paragraph, [322.0, 153.0, 1145.0, 36.0], shoonya_2sEH278QQDBWQ1, 5733489]
[paragraph, [325.0, 1699.0, 1139.0, 36.0], shoonya_0sEK7LUDXNFSZ3, 5733489]
[paragraph, [325.0, 1735.0, 1139.0, 36.0], shoonya_0sEK7LUDXNFSZ3, 5733489]
[paragraph, [325.0, 1771.0, 1139.0, 36.0], shoonya_0sEK7LUDXNFSZ3, 5733489]
[paragraph, [325.0, 1807.0, 1139.0, 36.0], shoonya_0sEK7LUDXNFSZ3, 5733489]
[paragraph, [325.0, 1843.0, 1139.0, 36.0], shoonya_0sEK7LUDXNFSZ3, 5733489]
[paragraph, [325.0, 1879.0, 1139.0, 36.0], shoonya_0sEK7LUDXNFSZ3, 5733489]
[paragraph, [325.0, 1915.0, 1139.0, 36.0], shoonya_0sEK7LUDXNFSZ3, 5733489]
[paragraph, [325.0, 1951.0, 1139.0, 36.0], shoonya_0sEK7LUDXNFSZ3, 5733489]
[paragraph, [325.0, 1987.0, 1139.0, 36.0], shoonya_0sEK7LUDXNFSZ3, 5733489]
[paragraph, [325.0, 2023.0, 1139.0, 36.0], shoonya_0sEK7LUDXNFSZ3, 5733489]
[paragraph, [325.0, 2059.0, 1139.0, 36.0], shoonya_0sEK7LUDXNFSZ3, 5733489]
[folio, [1260.0, 2159.0, 119.0, 36.0], sR5lUMP1gA, 5733489]
