[1388, 886]
[folio, [424.0, 70.0, 44.0, 18.0], shoonya_3sF5QMR6VFMO3M, 5742009]
[paragraph, [450.0, 953.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 971.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 989.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1007.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1025.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1043.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1061.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1079.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1097.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1115.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1133.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1151.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1169.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1187.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1205.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1223.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1241.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 1259.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[author, [668.0, 1282.0, 192.0, 18.0], SVgO3owcDS, 5742009]
[author, [668.0, 1300.0, 192.0, 18.0], SVgO3owcDS, 5742009]
[footnote, [570.0, 1357.0, 263.0, 18.0], B3_u6Wz1ss, 5742009]
