[1250, 2500]
[section-title, [168.0, 7.0, 279.0, 30.0], Sa0Iqncx1C, 5726139]
[paragraph, [5.0, 654.0, 602.0, 18.0], KOnJYYMARO, 5726139]
[paragraph, [5.0, 672.0, 602.0, 18.0], KOnJYYMARO, 5726139]
[paragraph, [5.0, 690.0, 602.0, 18.0], KOnJYYMARO, 5726139]
[paragraph, [5.0, 708.0, 602.0, 18.0], KOnJYYMARO, 5726139]
[paragraph, [5.0, 726.0, 602.0, 18.0], KOnJYYMARO, 5726139]
[section-title, [836.0, 746.0, 212.0, 30.0], QGwzouHr2Q, 5726139]
[paragraph, [642.0, 796.0, 589.0, 18.0], v2u_ZjUxC5, 5726139]
[paragraph, [642.0, 814.0, 589.0, 18.0], v2u_ZjUxC5, 5726139]
[paragraph, [642.0, 832.0, 589.0, 18.0], v2u_ZjUxC5, 5726139]
[paragraph, [642.0, 850.0, 589.0, 18.0], v2u_ZjUxC5, 5726139]
[paragraph, [642.0, 868.0, 589.0, 18.0], v2u_ZjUxC5, 5726139]
[paragraph, [642.0, 886.0, 589.0, 18.0], v2u_ZjUxC5, 5726139]
[section-title, [830.0, 934.0, 221.0, 30.0], N0pYK2-MV6, 5726139]
[paragraph, [642.0, 990.0, 583.0, 18.0], 5QirEplWb7, 5726139]
[paragraph, [642.0, 1008.0, 583.0, 18.0], 5QirEplWb7, 5726139]
[paragraph, [642.0, 1026.0, 583.0, 18.0], 5QirEplWb7, 5726139]
[paragraph, [642.0, 1044.0, 583.0, 18.0], 5QirEplWb7, 5726139]
[paragraph, [642.0, 1062.0, 583.0, 18.0], 5QirEplWb7, 5726139]
[paragraph, [642.0, 1080.0, 583.0, 18.0], 5QirEplWb7, 5726139]
[paragraph, [642.0, 1098.0, 583.0, 18.0], 5QirEplWb7, 5726139]
[folio, [1953.0, 996.0, 508.0, 18.0], nzDqfFwAk3, 5726139]
[folio, [1953.0, 1014.0, 508.0, 18.0], nzDqfFwAk3, 5726139]
[folio, [1953.0, 1032.0, 508.0, 18.0], nzDqfFwAk3, 5726139]
[folio, [1953.0, 1050.0, 508.0, 18.0], nzDqfFwAk3, 5726139]
[folio, [1953.0, 1068.0, 508.0, 18.0], nzDqfFwAk3, 5726139]
[folio, [1363.0, 1020.0, 387.0, 18.0], F-rO4X9c-C, 5726139]
[folio, [1363.0, 1038.0, 387.0, 18.0], F-rO4X9c-C, 5726139]
[contact-info, [1349.0, 1057.0, 417.0, 18.0], B3Abkb0n4y, 5726139]
[contact-info, [1349.0, 1075.0, 417.0, 18.0], B3Abkb0n4y, 5726139]
[contact-info, [1349.0, 1093.0, 417.0, 18.0], B3Abkb0n4y, 5726139]
[contact-info, [1349.0, 1111.0, 417.0, 18.0], B3Abkb0n4y, 5726139]
[contact-info, [1349.0, 1129.0, 417.0, 18.0], B3Abkb0n4y, 5726139]
[contact-info, [1349.0, 1147.0, 417.0, 18.0], B3Abkb0n4y, 5726139]
[contact-info, [1349.0, 1165.0, 417.0, 18.0], B3Abkb0n4y, 5726139]
[contact-info, [1349.0, 1183.0, 417.0, 18.0], B3Abkb0n4y, 5726139]
[paragraph, [642.0, 1131.0, 583.0, 18.0], 9UGq74K8wd, 5726139]
[paragraph, [642.0, 1149.0, 583.0, 18.0], 9UGq74K8wd, 5726139]
[paragraph, [642.0, 1167.0, 583.0, 18.0], 9UGq74K8wd, 5726139]
[website-link, [1421.0, 1160.0, 278.0, 18.0], 5EW5zOONN7, 5726139]
