[2200, 1700]
[section-title, [91.0, 278.0, 496.0, 52.5], 8ya_ek89r6, 5758290]
[sub-section-title, [121.0, 1346.0, 446.0, 55.5], etj_v1a_Sy, 5758290]
[sub-section-title, [121.0, 1401.5, 446.0, 55.5], etj_v1a_Sy, 5758290]
[ordered-list, [1124.0, 1450.0, 479.0, 36.0], HXU88fPDv4, 5758290]
[ordered-list, [1124.0, 1486.0, 479.0, 36.0], HXU88fPDv4, 5758290]
[ordered-list, [1124.0, 1522.0, 479.0, 36.0], HXU88fPDv4, 5758290]
[ordered-list, [1124.0, 1558.0, 479.0, 36.0], HXU88fPDv4, 5758290]
[ordered-list, [1124.0, 1594.0, 479.0, 36.0], HXU88fPDv4, 5758290]
[ordered-list, [1124.0, 1630.0, 479.0, 36.0], HXU88fPDv4, 5758290]
[ordered-list, [1124.0, 1666.0, 479.0, 36.0], HXU88fPDv4, 5758290]
[ordered-list, [1124.0, 1702.0, 479.0, 36.0], HXU88fPDv4, 5758290]
[ordered-list, [1124.0, 1738.0, 479.0, 36.0], HXU88fPDv4, 5758290]
[sub-section-title, [626.0, 1453.0, 446.0, 55.5], FEG9kggvMV, 5758290]
[sub-section-title, [626.0, 1508.5, 446.0, 55.5], FEG9kggvMV, 5758290]
[unordered-list, [117.0, 1472.0, 453.0, 36.0], NzSre7r9yL, 5758290]
[unordered-list, [117.0, 1508.0, 453.0, 36.0], NzSre7r9yL, 5758290]
[unordered-list, [117.0, 1544.0, 453.0, 36.0], NzSre7r9yL, 5758290]
[unordered-list, [117.0, 1580.0, 453.0, 36.0], NzSre7r9yL, 5758290]
[unordered-list, [117.0, 1616.0, 453.0, 36.0], NzSre7r9yL, 5758290]
[unordered-list, [117.0, 1652.0, 453.0, 36.0], NzSre7r9yL, 5758290]
[unordered-list, [622.0, 1557.0, 461.0, 36.0], V3869VFjME, 5758290]
[unordered-list, [622.0, 1593.0, 461.0, 36.0], V3869VFjME, 5758290]
[unordered-list, [622.0, 1629.0, 461.0, 36.0], V3869VFjME, 5758290]
[unordered-list, [622.0, 1665.0, 461.0, 36.0], V3869VFjME, 5758290]
[unordered-list, [622.0, 1701.0, 461.0, 36.0], V3869VFjME, 5758290]
[unordered-list, [622.0, 1737.0, 461.0, 36.0], V3869VFjME, 5758290]
[unordered-list, [622.0, 1773.0, 461.0, 36.0], V3869VFjME, 5758290]
[unordered-list, [622.0, 1809.0, 461.0, 36.0], V3869VFjME, 5758290]
[unordered-list, [622.0, 1845.0, 461.0, 36.0], V3869VFjME, 5758290]
[unordered-list, [622.0, 1881.0, 461.0, 36.0], V3869VFjME, 5758290]
[unordered-list, [622.0, 1917.0, 461.0, 36.0], V3869VFjME, 5758290]
[unordered-list, [622.0, 1953.0, 461.0, 36.0], V3869VFjME, 5758290]
[paragraph, [100.0, 1701.0, 489.0, 36.0], Uk1XZKJ14i, 5758290]
[paragraph, [100.0, 1737.0, 489.0, 36.0], Uk1XZKJ14i, 5758290]
[paragraph, [100.0, 1773.0, 489.0, 36.0], Uk1XZKJ14i, 5758290]
[paragraph, [100.0, 1809.0, 489.0, 36.0], Uk1XZKJ14i, 5758290]
[paragraph, [1118.0, 1795.0, 487.0, 36.0], n88985u_3j, 5758290]
[paragraph, [1118.0, 1831.0, 487.0, 36.0], n88985u_3j, 5758290]
[paragraph, [1118.0, 1867.0, 487.0, 36.0], n88985u_3j, 5758290]
[paragraph, [1118.0, 1903.0, 487.0, 36.0], n88985u_3j, 5758290]
[paragraph, [1118.0, 1939.0, 487.0, 36.0], n88985u_3j, 5758290]
[paragraph, [1118.0, 1975.0, 487.0, 36.0], n88985u_3j, 5758290]
