[1447, 1063]
[folio, [431.0, 55.0, 195.0, 18.0], zrgOfZlTj0, 5762734]
[paragraph, [91.0, 1142.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 1160.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 1178.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [536.0, 1130.0, 433.0, 18.0], VIZW-adHQl, 5762734]
[paragraph, [536.0, 1148.0, 433.0, 18.0], VIZW-adHQl, 5762734]
[paragraph, [536.0, 1166.0, 433.0, 18.0], VIZW-adHQl, 5762734]
[paragraph, [536.0, 1184.0, 433.0, 18.0], VIZW-adHQl, 5762734]
[paragraph, [536.0, 1202.0, 433.0, 18.0], VIZW-adHQl, 5762734]
[paragraph, [536.0, 1220.0, 433.0, 18.0], VIZW-adHQl, 5762734]
[paragraph, [536.0, 1238.0, 433.0, 18.0], VIZW-adHQl, 5762734]
[paragraph, [536.0, 1256.0, 433.0, 18.0], VIZW-adHQl, 5762734]
[paragraph, [536.0, 1274.0, 433.0, 18.0], VIZW-adHQl, 5762734]
[paragraph, [536.0, 1292.0, 433.0, 18.0], VIZW-adHQl, 5762734]
[paragraph, [536.0, 1310.0, 433.0, 18.0], VIZW-adHQl, 5762734]
[paragraph, [89.0, 1227.0, 437.0, 18.0], aZtx_6y2ga, 5762734]
[paragraph, [89.0, 1245.0, 437.0, 18.0], aZtx_6y2ga, 5762734]
[paragraph, [89.0, 1263.0, 437.0, 18.0], aZtx_6y2ga, 5762734]
[paragraph, [89.0, 1281.0, 437.0, 18.0], aZtx_6y2ga, 5762734]
[paragraph, [89.0, 1299.0, 437.0, 18.0], aZtx_6y2ga, 5762734]
[paragraph, [89.0, 1317.0, 437.0, 18.0], aZtx_6y2ga, 5762734]
