[1388, 886]
[folio, [365.0, 61.0, 165.0, 18.0], shoonya_1sXGOF0OYXSD21, 5742033]
[paragraph, [37.0, 724.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 742.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 760.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 778.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 796.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 814.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 832.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 850.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 868.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 886.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 904.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 922.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 940.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 958.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 976.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 994.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1012.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1030.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1048.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1066.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1084.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1102.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1120.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1138.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1156.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1174.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1192.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1210.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1228.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1246.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1264.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1282.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [37.0, 1300.0, 403.0, 18.0], iZ3J-GcRd-, 5742033]
[paragraph, [451.0, 132.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 150.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 168.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 186.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 204.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 222.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 240.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 258.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 276.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 294.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 312.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 330.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 348.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 366.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 384.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 402.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 420.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 438.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 456.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 474.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 492.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 510.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 528.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 546.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 564.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 582.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 600.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 618.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 636.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 654.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 672.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 690.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 708.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 726.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 744.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 762.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 780.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 798.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 816.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 834.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [451.0, 852.0, 395.0, 18.0], iQVozus4gT, 5742033]
[paragraph, [452.0, 881.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 899.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 917.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 935.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 953.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 971.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 989.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1007.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1025.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1043.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1061.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1079.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1097.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1115.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1133.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1151.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1169.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1187.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1205.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1223.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1241.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1259.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1277.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[paragraph, [452.0, 1295.0, 398.0, 18.0], shoonya_0s8UM136XIPGYR, 5742033]
[footnote, [568.0, 1353.0, 266.0, 18.0], uXK7xPu7W8, 5742033]
