[1447, 1063]
[folio, [415.0, 54.0, 199.0, 18.0], qsjfIdafym, 5762417]
[paragraph, [110.0, 802.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 820.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 838.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 856.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 874.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 892.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 910.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 928.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 946.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 964.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 982.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 1000.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 1018.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 1036.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 1054.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 1072.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 1090.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [538.0, 600.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 618.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 636.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 654.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 672.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 690.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 708.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 726.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 744.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 762.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 780.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 798.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 816.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 834.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 852.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 870.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [538.0, 888.0, 411.0, 18.0], kMdR-Ps5A7, 5762417]
[paragraph, [534.0, 915.0, 416.0, 18.0], R4BfMppTgQ, 5762417]
[paragraph, [534.0, 933.0, 416.0, 18.0], R4BfMppTgQ, 5762417]
[paragraph, [534.0, 951.0, 416.0, 18.0], R4BfMppTgQ, 5762417]
[paragraph, [534.0, 969.0, 416.0, 18.0], R4BfMppTgQ, 5762417]
[paragraph, [534.0, 987.0, 416.0, 18.0], R4BfMppTgQ, 5762417]
[paragraph, [534.0, 1005.0, 416.0, 18.0], R4BfMppTgQ, 5762417]
[paragraph, [534.0, 1023.0, 416.0, 18.0], R4BfMppTgQ, 5762417]
[paragraph, [534.0, 1041.0, 416.0, 18.0], R4BfMppTgQ, 5762417]
[paragraph, [534.0, 1059.0, 416.0, 18.0], R4BfMppTgQ, 5762417]
[paragraph, [534.0, 1077.0, 416.0, 18.0], R4BfMppTgQ, 5762417]
[paragraph, [534.0, 1095.0, 416.0, 18.0], R4BfMppTgQ, 5762417]
[paragraph, [110.0, 1122.0, 415.0, 18.0], HuMHj1ET3d, 5762417]
[paragraph, [110.0, 1140.0, 415.0, 18.0], HuMHj1ET3d, 5762417]
[paragraph, [110.0, 1158.0, 415.0, 18.0], HuMHj1ET3d, 5762417]
[paragraph, [110.0, 1176.0, 415.0, 18.0], HuMHj1ET3d, 5762417]
[paragraph, [110.0, 1194.0, 415.0, 18.0], HuMHj1ET3d, 5762417]
[paragraph, [110.0, 1212.0, 415.0, 18.0], HuMHj1ET3d, 5762417]
[paragraph, [110.0, 1230.0, 415.0, 18.0], HuMHj1ET3d, 5762417]
[paragraph, [110.0, 1248.0, 415.0, 18.0], HuMHj1ET3d, 5762417]
[paragraph, [110.0, 1266.0, 415.0, 18.0], HuMHj1ET3d, 5762417]
[paragraph, [110.0, 1284.0, 415.0, 18.0], HuMHj1ET3d, 5762417]
[paragraph, [110.0, 1302.0, 415.0, 18.0], HuMHj1ET3d, 5762417]
