[872, 605]
[section-title, [250.0, 29.0, 112.0, 30.0], HHITy72WDm, 6457174]
[paragraph, [52.0, 437.0, 203.0, 18.0], 6mfxLa8hg8, 6457174]
[paragraph, [52.0, 455.0, 203.0, 18.0], 6mfxLa8hg8, 6457174]
[paragraph, [52.0, 473.0, 203.0, 18.0], 6mfxLa8hg8, 6457174]
[paragraph, [52.0, 491.0, 203.0, 18.0], 6mfxLa8hg8, 6457174]
[paragraph, [52.0, 509.0, 203.0, 18.0], 6mfxLa8hg8, 6457174]
[paragraph, [52.0, 527.0, 203.0, 18.0], 6mfxLa8hg8, 6457174]
[paragraph, [302.0, 462.0, 260.0, 18.0], L2GVyMNYxi, 6457174]
[paragraph, [302.0, 480.0, 260.0, 18.0], L2GVyMNYxi, 6457174]
[paragraph, [302.0, 498.0, 260.0, 18.0], L2GVyMNYxi, 6457174]
[paragraph, [302.0, 516.0, 260.0, 18.0], L2GVyMNYxi, 6457174]
[paragraph, [302.0, 534.0, 260.0, 18.0], L2GVyMNYxi, 6457174]
[paragraph, [302.0, 552.0, 260.0, 18.0], L2GVyMNYxi, 6457174]
[paragraph, [41.0, 543.0, 262.0, 18.0], ONqiotqfD1, 6457174]
[paragraph, [41.0, 561.0, 262.0, 18.0], ONqiotqfD1, 6457174]
[paragraph, [41.0, 579.0, 262.0, 18.0], ONqiotqfD1, 6457174]
[paragraph, [41.0, 597.0, 262.0, 18.0], ONqiotqfD1, 6457174]
[paragraph, [41.0, 615.0, 262.0, 18.0], ONqiotqfD1, 6457174]
[paragraph, [316.0, 571.0, 237.0, 18.0], 4kIXCEVFbr, 6457174]
[paragraph, [316.0, 589.0, 237.0, 18.0], 4kIXCEVFbr, 6457174]
[paragraph, [316.0, 607.0, 237.0, 18.0], 4kIXCEVFbr, 6457174]
[paragraph, [316.0, 625.0, 237.0, 18.0], 4kIXCEVFbr, 6457174]
[paragraph, [56.0, 634.0, 208.0, 18.0], bpSk5qMYAM, 6457174]
[paragraph, [56.0, 652.0, 208.0, 18.0], bpSk5qMYAM, 6457174]
[paragraph, [56.0, 670.0, 208.0, 18.0], bpSk5qMYAM, 6457174]
[paragraph, [56.0, 688.0, 208.0, 18.0], bpSk5qMYAM, 6457174]
[paragraph, [316.0, 643.0, 163.0, 18.0], iTExHhcUSs, 6457174]
[reference, [302.0, 668.0, 263.0, 18.0], P_SeAdkfxm, 6457174]
[reference, [302.0, 686.0, 263.0, 18.0], P_SeAdkfxm, 6457174]
[reference, [302.0, 704.0, 263.0, 18.0], P_SeAdkfxm, 6457174]
[reference, [302.0, 722.0, 263.0, 18.0], P_SeAdkfxm, 6457174]
[reference, [302.0, 740.0, 263.0, 18.0], P_SeAdkfxm, 6457174]
[reference, [302.0, 758.0, 263.0, 18.0], P_SeAdkfxm, 6457174]
[reference, [302.0, 776.0, 263.0, 18.0], P_SeAdkfxm, 6457174]
[reference, [302.0, 794.0, 263.0, 18.0], P_SeAdkfxm, 6457174]
[reference, [302.0, 812.0, 263.0, 18.0], P_SeAdkfxm, 6457174]
[paragraph, [50.0, 703.0, 208.0, 18.0], 7vf6FWIsxC, 6457174]
[paragraph, [50.0, 721.0, 208.0, 18.0], 7vf6FWIsxC, 6457174]
[paragraph, [50.0, 739.0, 208.0, 18.0], 7vf6FWIsxC, 6457174]
[paragraph, [50.0, 757.0, 208.0, 18.0], 7vf6FWIsxC, 6457174]
[paragraph, [53.0, 771.0, 159.0, 18.0], 8a2Mvb68wa, 6457174]
[paragraph, [53.0, 789.0, 159.0, 18.0], 8a2Mvb68wa, 6457174]
[reference, [43.0, 810.0, 249.0, 18.0], n4k_8A6Num, 6457174]
