[2068, 1551]
[folio, [98.0, 40.0, 195.0, 36.0], ZN5OJ83lLY, 5712945]
[paragraph, [788.0, 997.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1033.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1069.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1105.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1141.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1177.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1213.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1249.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1285.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1321.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1357.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1393.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1429.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1465.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1501.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [788.0, 1537.0, 729.0, 36.0], shoonya_7s76V2LMC59J9B, 5712945]
[paragraph, [47.0, 1059.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1095.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1131.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1167.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1203.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1239.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1275.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1311.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1347.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1383.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1419.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1455.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1491.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1527.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1563.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1599.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1635.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1671.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1707.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1743.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1779.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1815.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1851.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1887.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1923.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [47.0, 1959.0, 741.0, 36.0], shoonya_1sION6AI4UP5UN, 5712945]
[paragraph, [788.0, 1587.0, 731.0, 36.0], shoonya_8sH6LVXQW2HL3T, 5712945]
[paragraph, [788.0, 1623.0, 731.0, 36.0], shoonya_8sH6LVXQW2HL3T, 5712945]
[paragraph, [788.0, 1659.0, 731.0, 36.0], shoonya_8sH6LVXQW2HL3T, 5712945]
[paragraph, [788.0, 1695.0, 731.0, 36.0], shoonya_8sH6LVXQW2HL3T, 5712945]
[paragraph, [788.0, 1731.0, 731.0, 36.0], shoonya_8sH6LVXQW2HL3T, 5712945]
[paragraph, [788.0, 1767.0, 731.0, 36.0], shoonya_8sH6LVXQW2HL3T, 5712945]
[paragraph, [788.0, 1803.0, 731.0, 36.0], shoonya_8sH6LVXQW2HL3T, 5712945]
[paragraph, [785.0, 1848.0, 735.0, 36.0], TgXEx6lOYE, 5712945]
[paragraph, [785.0, 1884.0, 735.0, 36.0], TgXEx6lOYE, 5712945]
[paragraph, [785.0, 1920.0, 735.0, 36.0], TgXEx6lOYE, 5712945]
[paragraph, [785.0, 1956.0, 735.0, 36.0], TgXEx6lOYE, 5712945]
