[2800, 1700]
[headline, [63.0, 61.0, 517.0, 52.5], dIcSzTBp6L, 5687742]
[paragraph, [1145.0, 715.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 761.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 808.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 854.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 901.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 947.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 994.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 1040.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 1087.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 1133.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 1180.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 1226.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 1273.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 1319.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 1366.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [62.0, 1251.0, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1297.5, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1344.0, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1390.5, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1437.0, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1483.5, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1530.0, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1576.5, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1623.0, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1669.5, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1716.0, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1762.5, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1809.0, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1855.5, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1902.0, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1948.5, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 1995.0, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 2041.5, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [62.0, 2088.0, 518.0, 46.5], shoonya_9sPWN0ABHNKBIR, 5687742]
[paragraph, [607.0, 1251.0, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [607.0, 1297.5, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [607.0, 1344.0, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [607.0, 1390.5, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [607.0, 1437.0, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [607.0, 1483.5, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [607.0, 1530.0, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [607.0, 1576.5, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [607.0, 1623.0, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [607.0, 1669.5, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [607.0, 1716.0, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [607.0, 1762.5, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [607.0, 1809.0, 515.0, 46.5], shoonya_3sCGFQ1O53DHKS, 5687742]
[paragraph, [1145.0, 1453.0, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [1145.0, 1499.5, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [1145.0, 1546.0, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [1145.0, 1592.5, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [1145.0, 1639.0, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [1145.0, 1685.5, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [1145.0, 1732.0, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [1145.0, 1778.5, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [1145.0, 1825.0, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [1145.0, 1871.5, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [1145.0, 1918.0, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [1145.0, 1964.5, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [1145.0, 2011.0, 521.0, 46.5], shoonya_12sVK8GXK1CZ1H, 5687742]
[paragraph, [608.0, 1903.0, 517.0, 46.5], shoonya_2sWRN7ASLZ8SM8, 5687742]
[paragraph, [608.0, 1949.5, 517.0, 46.5], shoonya_2sWRN7ASLZ8SM8, 5687742]
[paragraph, [608.0, 1996.0, 517.0, 46.5], shoonya_2sWRN7ASLZ8SM8, 5687742]
[paragraph, [608.0, 2042.5, 517.0, 46.5], shoonya_2sWRN7ASLZ8SM8, 5687742]
[paragraph, [608.0, 2089.0, 517.0, 46.5], shoonya_2sWRN7ASLZ8SM8, 5687742]
[folio, [493.0, 2160.0, 860.0, 46.5], shoonya_11sGM5EZ17F4OP, 5687742]
[folio, [493.0, 2206.5, 860.0, 46.5], shoonya_11sGM5EZ17F4OP, 5687742]
