[6000, 4167]
[folio, [1161.0, 593.0, 1817.0, 52.5], LZ4zpk6kdt, 5721590]
[paragraph, [567.0, 4324.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4376.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4429.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4481.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4534.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4586.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4639.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4691.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4744.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4796.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4849.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4901.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4954.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 5006.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 5059.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 5111.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 5164.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 5216.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 5269.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 5321.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
