[2180, 1639]
[paragraph, [1084.0, 137.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [814.0, 1164.0, 736.0, 36.0], shoonya_5sKD2NU9IY9SQJ, 5654584]
[paragraph, [814.0, 1200.0, 736.0, 36.0], shoonya_5sKD2NU9IY9SQJ, 5654584]
[paragraph, [814.0, 1236.0, 736.0, 36.0], shoonya_5sKD2NU9IY9SQJ, 5654584]
[paragraph, [814.0, 1272.0, 736.0, 36.0], shoonya_5sKD2NU9IY9SQJ, 5654584]
[paragraph, [814.0, 1308.0, 736.0, 36.0], shoonya_5sKD2NU9IY9SQJ, 5654584]
[paragraph, [814.0, 1344.0, 736.0, 36.0], shoonya_5sKD2NU9IY9SQJ, 5654584]
[paragraph, [30.0, 958.0, 767.0, 36.0], shoonya_4s7VPTE2B6GPSA, 5654584]
[paragraph, [30.0, 994.0, 767.0, 36.0], shoonya_4s7VPTE2B6GPSA, 5654584]
[paragraph, [30.0, 1030.0, 767.0, 36.0], shoonya_4s7VPTE2B6GPSA, 5654584]
[paragraph, [30.0, 1066.0, 767.0, 36.0], shoonya_4s7VPTE2B6GPSA, 5654584]
[paragraph, [30.0, 1102.0, 767.0, 36.0], shoonya_4s7VPTE2B6GPSA, 5654584]
[paragraph, [30.0, 1138.0, 767.0, 36.0], shoonya_4s7VPTE2B6GPSA, 5654584]
[paragraph, [30.0, 1174.0, 767.0, 36.0], shoonya_4s7VPTE2B6GPSA, 5654584]
[paragraph, [30.0, 1210.0, 767.0, 36.0], shoonya_4s7VPTE2B6GPSA, 5654584]
[paragraph, [30.0, 1246.0, 767.0, 36.0], shoonya_4s7VPTE2B6GPSA, 5654584]
[paragraph, [44.0, 1297.0, 773.0, 36.0], shoonya_2s250PRV6JWZSC, 5654584]
[paragraph, [44.0, 1333.0, 773.0, 36.0], shoonya_2s250PRV6JWZSC, 5654584]
[paragraph, [44.0, 1369.0, 773.0, 36.0], shoonya_2s250PRV6JWZSC, 5654584]
[paragraph, [44.0, 1405.0, 773.0, 36.0], shoonya_2s250PRV6JWZSC, 5654584]
[paragraph, [44.0, 1441.0, 773.0, 36.0], shoonya_2s250PRV6JWZSC, 5654584]
[paragraph, [44.0, 1477.0, 773.0, 36.0], shoonya_2s250PRV6JWZSC, 5654584]
[paragraph, [44.0, 1513.0, 773.0, 36.0], shoonya_2s250PRV6JWZSC, 5654584]
[paragraph, [44.0, 1549.0, 773.0, 36.0], shoonya_2s250PRV6JWZSC, 5654584]
[paragraph, [44.0, 1585.0, 773.0, 36.0], shoonya_2s250PRV6JWZSC, 5654584]
[paragraph, [44.0, 1621.0, 773.0, 36.0], shoonya_2s250PRV6JWZSC, 5654584]
[paragraph, [44.0, 1657.0, 773.0, 36.0], shoonya_2s250PRV6JWZSC, 5654584]
[section-title, [831.0, 1409.0, 612.0, 52.5], shoonya_10sY4P8IMNBI7J, 5654584]
[paragraph, [814.0, 1465.0, 746.0, 36.0], shoonya_7sAUDPQ17KJAI3, 5654584]
[paragraph, [814.0, 1501.0, 746.0, 36.0], shoonya_7sAUDPQ17KJAI3, 5654584]
[paragraph, [814.0, 1537.0, 746.0, 36.0], shoonya_7sAUDPQ17KJAI3, 5654584]
[paragraph, [814.0, 1573.0, 746.0, 36.0], shoonya_7sAUDPQ17KJAI3, 5654584]
[paragraph, [814.0, 1609.0, 746.0, 36.0], shoonya_7sAUDPQ17KJAI3, 5654584]
[paragraph, [814.0, 1645.0, 746.0, 36.0], shoonya_7sAUDPQ17KJAI3, 5654584]
[paragraph, [814.0, 1681.0, 746.0, 36.0], shoonya_7sAUDPQ17KJAI3, 5654584]
[paragraph, [814.0, 1717.0, 746.0, 36.0], shoonya_7sAUDPQ17KJAI3, 5654584]
[paragraph, [814.0, 1753.0, 746.0, 36.0], shoonya_7sAUDPQ17KJAI3, 5654584]
[paragraph, [814.0, 1789.0, 746.0, 36.0], shoonya_7sAUDPQ17KJAI3, 5654584]
[paragraph, [814.0, 1825.0, 746.0, 36.0], shoonya_7sAUDPQ17KJAI3, 5654584]
[paragraph, [65.0, 1709.0, 748.0, 36.0], shoonya_6s0U56N03KZLE6, 5654584]
[paragraph, [65.0, 1745.0, 748.0, 36.0], shoonya_6s0U56N03KZLE6, 5654584]
[paragraph, [65.0, 1781.0, 748.0, 36.0], shoonya_6s0U56N03KZLE6, 5654584]
[paragraph, [65.0, 1817.0, 748.0, 36.0], shoonya_6s0U56N03KZLE6, 5654584]
[paragraph, [65.0, 1853.0, 748.0, 36.0], shoonya_6s0U56N03KZLE6, 5654584]
[paragraph, [65.0, 1889.0, 748.0, 36.0], shoonya_6s0U56N03KZLE6, 5654584]
[paragraph, [65.0, 1925.0, 748.0, 36.0], shoonya_6s0U56N03KZLE6, 5654584]
[paragraph, [65.0, 1961.0, 748.0, 36.0], shoonya_6s0U56N03KZLE6, 5654584]
[paragraph, [839.0, 1853.0, 735.0, 36.0], shoonya_8sPUYBNJZ9C0B1, 5654584]
[paragraph, [839.0, 1889.0, 735.0, 36.0], shoonya_8sPUYBNJZ9C0B1, 5654584]
[paragraph, [839.0, 1925.0, 735.0, 36.0], shoonya_8sPUYBNJZ9C0B1, 5654584]
[paragraph, [839.0, 1961.0, 735.0, 36.0], shoonya_8sPUYBNJZ9C0B1, 5654584]
[paragraph, [839.0, 1997.0, 735.0, 36.0], shoonya_8sPUYBNJZ9C0B1, 5654584]
[paragraph, [839.0, 2033.0, 735.0, 36.0], shoonya_8sPUYBNJZ9C0B1, 5654584]
[paragraph, [73.0, 2017.0, 741.0, 36.0], shoonya_9s9BZSVRDOM3PA, 5654584]
[paragraph, [73.0, 2053.0, 741.0, 36.0], shoonya_9s9BZSVRDOM3PA, 5654584]
[folio, [742.0, 2108.0, 175.0, 36.0], WBcITk3Qu8, 5654584]
