[1326, 829]
[headline, [350.0, 70.0, 140.0, 25.5], 5PC94YL2sT, 5770741]
[paragraph, [74.0, 824.0, 338.0, 18.0], WuidqGw4CW, 5770741]
[paragraph, [74.0, 842.0, 338.0, 18.0], WuidqGw4CW, 5770741]
[paragraph, [74.0, 860.0, 338.0, 18.0], WuidqGw4CW, 5770741]
[paragraph, [74.0, 878.0, 338.0, 18.0], WuidqGw4CW, 5770741]
[paragraph, [74.0, 896.0, 338.0, 18.0], WuidqGw4CW, 5770741]
[paragraph, [418.0, 519.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 537.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 555.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 573.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 591.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 609.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 627.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 645.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 663.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 681.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 699.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 717.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 735.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 753.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [418.0, 771.0, 335.0, 18.0], T3B-7Q2iPP, 5770741]
[paragraph, [417.0, 780.0, 337.0, 18.0], 3-6eLuzSsK, 5770741]
[paragraph, [417.0, 798.0, 337.0, 18.0], 3-6eLuzSsK, 5770741]
[paragraph, [417.0, 816.0, 337.0, 18.0], 3-6eLuzSsK, 5770741]
[paragraph, [417.0, 834.0, 337.0, 18.0], 3-6eLuzSsK, 5770741]
[paragraph, [417.0, 852.0, 337.0, 18.0], 3-6eLuzSsK, 5770741]
[paragraph, [417.0, 870.0, 337.0, 18.0], 3-6eLuzSsK, 5770741]
[paragraph, [417.0, 888.0, 337.0, 18.0], 3-6eLuzSsK, 5770741]
[paragraph, [416.0, 906.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [416.0, 924.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [416.0, 942.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [416.0, 960.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [416.0, 978.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [416.0, 996.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [416.0, 1014.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [416.0, 1032.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [416.0, 1050.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [416.0, 1068.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [416.0, 1086.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [416.0, 1104.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [416.0, 1122.0, 339.0, 18.0], -Y9DT7Jvet, 5770741]
[paragraph, [100.0, 908.0, 202.0, 18.0], VjM1dvERke, 5770741]
[paragraph, [100.0, 926.0, 202.0, 18.0], VjM1dvERke, 5770741]
[paragraph, [100.0, 944.0, 202.0, 18.0], VjM1dvERke, 5770741]
[paragraph, [76.0, 963.0, 335.0, 18.0], me7ijZXks7, 5770741]
[paragraph, [76.0, 981.0, 335.0, 18.0], me7ijZXks7, 5770741]
[paragraph, [76.0, 999.0, 335.0, 18.0], me7ijZXks7, 5770741]
[paragraph, [76.0, 1017.0, 335.0, 18.0], me7ijZXks7, 5770741]
[paragraph, [76.0, 1035.0, 335.0, 18.0], me7ijZXks7, 5770741]
[paragraph, [76.0, 1053.0, 335.0, 18.0], me7ijZXks7, 5770741]
[paragraph, [76.0, 1071.0, 335.0, 18.0], me7ijZXks7, 5770741]
[paragraph, [76.0, 1089.0, 335.0, 18.0], me7ijZXks7, 5770741]
[paragraph, [76.0, 1107.0, 335.0, 18.0], me7ijZXks7, 5770741]
[paragraph, [73.0, 1120.0, 342.0, 18.0], VT_ZM-2gfr, 5770741]
[paragraph, [73.0, 1138.0, 342.0, 18.0], VT_ZM-2gfr, 5770741]
[paragraph, [73.0, 1156.0, 342.0, 18.0], VT_ZM-2gfr, 5770741]
[paragraph, [73.0, 1174.0, 342.0, 18.0], VT_ZM-2gfr, 5770741]
[paragraph, [73.0, 1192.0, 342.0, 18.0], VT_ZM-2gfr, 5770741]
[paragraph, [73.0, 1210.0, 342.0, 18.0], VT_ZM-2gfr, 5770741]
[paragraph, [73.0, 1228.0, 342.0, 18.0], VT_ZM-2gfr, 5770741]
[paragraph, [444.0, 1144.0, 203.0, 18.0], c8Jk__FbUf, 5770741]
[paragraph, [444.0, 1162.0, 203.0, 18.0], c8Jk__FbUf, 5770741]
[paragraph, [444.0, 1180.0, 203.0, 18.0], c8Jk__FbUf, 5770741]
[paragraph, [441.0, 1195.0, 239.0, 18.0], CwtTr6XAVN, 5770741]
[paragraph, [441.0, 1213.0, 239.0, 18.0], CwtTr6XAVN, 5770741]
[paragraph, [441.0, 1231.0, 239.0, 18.0], CwtTr6XAVN, 5770741]
