[1260, 836]
[paragraph, [29.0, 9.0, 779.0, 18.0], shoonya_1sT89UGB1J3KEX, 5750893]
[paragraph, [29.0, 693.0, 779.0, 18.0], shoonya_1sT89UGB1J3KEX, 5750893]
[paragraph, [25.0, 719.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 737.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 755.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 773.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 791.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 809.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 827.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 845.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 863.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 881.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 899.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 917.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 935.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 953.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 971.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 989.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 1007.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 1025.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 1043.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 1061.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 1079.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 1097.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 1115.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 1133.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
[paragraph, [25.0, 1151.0, 777.0, 18.0], shoonya_0sDSJ0RLEZORSL, 5750893]
