[1754, 1241]
[headline, [97.0, 66.0, 215.0, 37.5], elpHg-Nm05, 5744588]
[paragraph, [827.0, 1108.0, 365.0, 36.0], shoonya_8s6I1SWEITXJ5F, 5744588]
[paragraph, [827.0, 1144.0, 365.0, 36.0], shoonya_8s6I1SWEITXJ5F, 5744588]
[paragraph, [827.0, 1180.0, 365.0, 36.0], shoonya_8s6I1SWEITXJ5F, 5744588]
[paragraph, [827.0, 1216.0, 365.0, 36.0], shoonya_8s6I1SWEITXJ5F, 5744588]
[paragraph, [827.0, 1252.0, 365.0, 36.0], shoonya_8s6I1SWEITXJ5F, 5744588]
[paragraph, [827.0, 1288.0, 365.0, 36.0], shoonya_8s6I1SWEITXJ5F, 5744588]
[paragraph, [827.0, 1324.0, 365.0, 36.0], shoonya_8s6I1SWEITXJ5F, 5744588]
[paragraph, [827.0, 1360.0, 365.0, 36.0], shoonya_8s6I1SWEITXJ5F, 5744588]
[paragraph, [59.0, 1025.0, 365.0, 36.0], shoonya_12sM41P1OROXE7, 5744588]
[paragraph, [59.0, 1061.0, 365.0, 36.0], shoonya_12sM41P1OROXE7, 5744588]
[paragraph, [59.0, 1097.0, 365.0, 36.0], shoonya_12sM41P1OROXE7, 5744588]
[paragraph, [59.0, 1133.0, 365.0, 36.0], shoonya_12sM41P1OROXE7, 5744588]
[paragraph, [59.0, 1169.0, 365.0, 36.0], shoonya_12sM41P1OROXE7, 5744588]
[paragraph, [59.0, 1205.0, 365.0, 36.0], shoonya_12sM41P1OROXE7, 5744588]
[paragraph, [59.0, 1241.0, 365.0, 36.0], shoonya_12sM41P1OROXE7, 5744588]
[author, [535.0, 1126.0, 183.0, 36.0], shoonya_9s55GN4DI8J3FF, 5744588]
[paragraph, [442.0, 1214.0, 368.0, 36.0], shoonya_6sZO88942F7NVR, 5744588]
[paragraph, [442.0, 1250.0, 368.0, 36.0], shoonya_6sZO88942F7NVR, 5744588]
[paragraph, [442.0, 1286.0, 368.0, 36.0], shoonya_6sZO88942F7NVR, 5744588]
[paragraph, [442.0, 1322.0, 368.0, 36.0], shoonya_6sZO88942F7NVR, 5744588]
[paragraph, [442.0, 1358.0, 368.0, 36.0], shoonya_6sZO88942F7NVR, 5744588]
[paragraph, [59.0, 1579.0, 367.0, 36.0], shoonya_11sVUN5C5N2KEV, 5744588]
[paragraph, [59.0, 1615.0, 367.0, 36.0], shoonya_11sVUN5C5N2KEV, 5744588]
[paragraph, [59.0, 1651.0, 367.0, 36.0], shoonya_11sVUN5C5N2KEV, 5744588]
[paragraph, [59.0, 1687.0, 367.0, 36.0], shoonya_11sVUN5C5N2KEV, 5744588]
