[872, 605]
[chapter-title, [247.0, 32.0, 92.0, 30.0], shoonya_0sYKSQCTK8PLLT, 6457088]
[paragraph, [302.0, 268.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 286.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 304.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 322.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 340.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 358.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 376.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 394.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 412.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 430.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 448.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 466.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 484.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 502.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 520.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 538.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 556.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 574.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 592.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 610.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 628.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 646.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 664.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 682.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 700.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 718.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 736.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[reference, [35.0, 566.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 584.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 602.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 620.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 638.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 656.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 674.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 692.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 710.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 728.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 746.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 764.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 782.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [35.0, 800.0, 269.0, 18.0], 2WU9RcKE-7, 6457088]
[reference, [303.0, 756.0, 260.0, 18.0], TtK6vRvGRs, 6457088]
[reference, [303.0, 774.0, 260.0, 18.0], TtK6vRvGRs, 6457088]
[reference, [303.0, 792.0, 260.0, 18.0], TtK6vRvGRs, 6457088]
[reference, [303.0, 810.0, 260.0, 18.0], TtK6vRvGRs, 6457088]
