[6000, 4167]
[folio, [1390.0, 625.0, 1401.0, 52.5], EFmKTRQN_v, 5721009]
[paragraph, [609.0, 3068.5, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3121.0, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3173.5, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3226.0, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3278.5, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3331.0, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3383.5, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3436.0, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3488.5, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3541.0, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3593.5, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3646.0, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3698.5, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3751.0, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3803.5, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [609.0, 3856.0, 2989.0, 52.5], pCk2U6vqz7, 5721009]
[paragraph, [614.0, 4015.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4067.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4120.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4172.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4225.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4277.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4330.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4382.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4435.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4487.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4540.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4592.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4645.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4697.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4750.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4802.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4855.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4907.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 4960.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 5012.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 5065.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 5117.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 5170.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 5222.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 5275.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 5327.5, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
[paragraph, [614.0, 5380.0, 2977.0, 52.5], shoonya_0sX18AD2WGCHT2, 5721009]
