[1320, 1176]
[headline, [478.0, 198.0, 211.0, 25.5], NVHJtdXnV4, 5694647]
[paragraph, [418.0, 674.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 692.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 710.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 728.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [755.0, 480.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 498.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 516.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 534.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 552.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 570.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 588.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 606.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 624.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 642.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 660.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 678.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 696.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 714.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 732.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 750.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 768.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 786.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 804.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 822.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [755.0, 840.0, 328.0, 18.0], z22LUr4tGu, 5694647]
[paragraph, [78.0, 748.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 766.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 784.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 802.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 820.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 838.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 856.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 874.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 892.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 910.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 928.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 946.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 964.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 982.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 1000.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 1018.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 1036.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 1054.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 1072.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [78.0, 1090.0, 335.0, 18.0], P1rjDwcArd, 5694647]
[paragraph, [429.0, 750.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 768.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 786.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 804.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 822.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 840.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 858.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 876.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 894.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 912.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 930.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 948.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 966.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [429.0, 984.0, 317.0, 18.0], shoonya_4sAK45E9GU1FGE, 5694647]
[paragraph, [755.0, 866.0, 329.0, 18.0], 3hsBKYUTsW, 5694647]
[paragraph, [755.0, 884.0, 329.0, 18.0], 3hsBKYUTsW, 5694647]
[paragraph, [755.0, 902.0, 329.0, 18.0], 3hsBKYUTsW, 5694647]
[paragraph, [755.0, 920.0, 329.0, 18.0], 3hsBKYUTsW, 5694647]
[paragraph, [755.0, 938.0, 329.0, 18.0], 3hsBKYUTsW, 5694647]
[paragraph, [755.0, 956.0, 329.0, 18.0], 3hsBKYUTsW, 5694647]
[paragraph, [755.0, 974.0, 329.0, 18.0], 3hsBKYUTsW, 5694647]
[paragraph, [763.0, 1000.0, 319.0, 18.0], LCE6SFyk5s, 5694647]
[paragraph, [763.0, 1018.0, 319.0, 18.0], LCE6SFyk5s, 5694647]
[paragraph, [763.0, 1036.0, 319.0, 18.0], LCE6SFyk5s, 5694647]
[paragraph, [763.0, 1054.0, 319.0, 18.0], LCE6SFyk5s, 5694647]
[paragraph, [763.0, 1072.0, 319.0, 18.0], LCE6SFyk5s, 5694647]
[paragraph, [763.0, 1090.0, 319.0, 18.0], LCE6SFyk5s, 5694647]
[paragraph, [418.0, 1006.0, 337.0, 18.0], 4cLjEdIqHO, 5694647]
[paragraph, [418.0, 1024.0, 337.0, 18.0], 4cLjEdIqHO, 5694647]
[paragraph, [418.0, 1042.0, 337.0, 18.0], 4cLjEdIqHO, 5694647]
[paragraph, [418.0, 1060.0, 337.0, 18.0], 4cLjEdIqHO, 5694647]
[paragraph, [418.0, 1078.0, 337.0, 18.0], 4cLjEdIqHO, 5694647]
[paragraph, [418.0, 1096.0, 337.0, 18.0], 4cLjEdIqHO, 5694647]
[paragraph, [418.0, 1114.0, 337.0, 18.0], 4cLjEdIqHO, 5694647]
[paragraph, [93.0, 1109.0, 318.0, 18.0], shoonya_0s7NKTB62YHMVY, 5694647]
[paragraph, [93.0, 1127.0, 318.0, 18.0], shoonya_0s7NKTB62YHMVY, 5694647]
[paragraph, [93.0, 1145.0, 318.0, 18.0], shoonya_0s7NKTB62YHMVY, 5694647]
[paragraph, [93.0, 1163.0, 318.0, 18.0], shoonya_0s7NKTB62YHMVY, 5694647]
[paragraph, [93.0, 1181.0, 318.0, 18.0], shoonya_0s7NKTB62YHMVY, 5694647]
[paragraph, [93.0, 1199.0, 318.0, 18.0], shoonya_0s7NKTB62YHMVY, 5694647]
[paragraph, [93.0, 1217.0, 318.0, 18.0], shoonya_0s7NKTB62YHMVY, 5694647]
[paragraph, [752.0, 1113.0, 331.0, 18.0], v6sGvQdleW, 5694647]
[paragraph, [752.0, 1131.0, 331.0, 18.0], v6sGvQdleW, 5694647]
[paragraph, [752.0, 1149.0, 331.0, 18.0], v6sGvQdleW, 5694647]
[paragraph, [752.0, 1167.0, 331.0, 18.0], v6sGvQdleW, 5694647]
[paragraph, [752.0, 1185.0, 331.0, 18.0], v6sGvQdleW, 5694647]
[paragraph, [422.0, 1149.0, 329.0, 18.0], ZWqb8ek3XH, 5694647]
[paragraph, [422.0, 1167.0, 329.0, 18.0], ZWqb8ek3XH, 5694647]
[paragraph, [416.0, 1200.0, 342.0, 18.0], voqVcPUphm, 5694647]
[paragraph, [416.0, 1218.0, 342.0, 18.0], voqVcPUphm, 5694647]
[paragraph, [416.0, 1236.0, 342.0, 18.0], voqVcPUphm, 5694647]
[paragraph, [790.0, 1224.0, 291.0, 18.0], mgpDQsH0hw, 5694647]
[paragraph, [790.0, 1242.0, 291.0, 18.0], mgpDQsH0hw, 5694647]
