[1754, 1240]
[folio, [112.0, 12.0, 88.0, 36.0], 0y3ZddJgA4, 5722360]
[paragraph, [779.0, 1113.0, 279.0, 36.0], shoonya_1sN2RPO18ZJF3G, 5722360]
[paragraph, [779.0, 1149.0, 279.0, 36.0], shoonya_1sN2RPO18ZJF3G, 5722360]
[paragraph, [779.0, 1185.0, 279.0, 36.0], shoonya_1sN2RPO18ZJF3G, 5722360]
[paragraph, [779.0, 1221.0, 279.0, 36.0], shoonya_1sN2RPO18ZJF3G, 5722360]
[paragraph, [779.0, 1257.0, 279.0, 36.0], shoonya_1sN2RPO18ZJF3G, 5722360]
[paragraph, [779.0, 1293.0, 279.0, 36.0], shoonya_1sN2RPO18ZJF3G, 5722360]
[paragraph, [779.0, 1329.0, 279.0, 36.0], shoonya_1sN2RPO18ZJF3G, 5722360]
[paragraph, [779.0, 1365.0, 279.0, 36.0], shoonya_1sN2RPO18ZJF3G, 5722360]
[paragraph, [779.0, 1401.0, 279.0, 36.0], shoonya_1sN2RPO18ZJF3G, 5722360]
[author, [481.0, 1031.0, 269.0, 36.0], shoonya_18sB4C483B7WDR, 5722360]
[author, [481.0, 1067.0, 269.0, 36.0], shoonya_18sB4C483B7WDR, 5722360]
[paragraph, [151.0, 1034.0, 302.0, 36.0], shoonya_10sV2RG3NWRC3Q, 5722360]
[paragraph, [151.0, 1070.0, 302.0, 36.0], shoonya_10sV2RG3NWRC3Q, 5722360]
[paragraph, [151.0, 1106.0, 302.0, 36.0], shoonya_10sV2RG3NWRC3Q, 5722360]
[paragraph, [465.0, 1111.0, 301.0, 36.0], F_KF--fcDJ, 5722360]
[paragraph, [465.0, 1147.0, 301.0, 36.0], F_KF--fcDJ, 5722360]
[paragraph, [465.0, 1183.0, 301.0, 36.0], F_KF--fcDJ, 5722360]
[paragraph, [465.0, 1219.0, 301.0, 36.0], F_KF--fcDJ, 5722360]
[paragraph, [465.0, 1255.0, 301.0, 36.0], F_KF--fcDJ, 5722360]
[paragraph, [465.0, 1291.0, 301.0, 36.0], F_KF--fcDJ, 5722360]
[paragraph, [152.0, 1184.0, 300.0, 36.0], shoonya_6s1LMA36IDD79L, 5722360]
[paragraph, [152.0, 1220.0, 300.0, 36.0], shoonya_6s1LMA36IDD79L, 5722360]
[paragraph, [152.0, 1256.0, 300.0, 36.0], shoonya_6s1LMA36IDD79L, 5722360]
[paragraph, [152.0, 1292.0, 300.0, 36.0], shoonya_6s1LMA36IDD79L, 5722360]
[paragraph, [152.0, 1328.0, 300.0, 36.0], shoonya_6s1LMA36IDD79L, 5722360]
[paragraph, [152.0, 1364.0, 300.0, 36.0], shoonya_6s1LMA36IDD79L, 5722360]
[paragraph, [152.0, 1400.0, 300.0, 36.0], shoonya_6s1LMA36IDD79L, 5722360]
[paragraph, [466.0, 1364.0, 302.0, 36.0], shoonya_14sFT99S5I59DU, 5722360]
[paragraph, [466.0, 1400.0, 302.0, 36.0], shoonya_14sFT99S5I59DU, 5722360]
[website-link, [44.0, 1685.0, 339.0, 18.0], hlTok1UHku, 5722360]
[website-link, [44.0, 1703.0, 339.0, 18.0], hlTok1UHku, 5722360]
