[1625, 1211]
[headline, [242.0, 93.0, 712.0, 37.5], shoonya_4sB5DXKDHCPYJD, 5742978]
[paragraph, [80.0, 988.0, 334.0, 36.0], shoonya_2sIFBPF8T4WVXW, 5742978]
[paragraph, [80.0, 1024.0, 334.0, 36.0], shoonya_2sIFBPF8T4WVXW, 5742978]
[paragraph, [80.0, 1060.0, 334.0, 36.0], shoonya_2sIFBPF8T4WVXW, 5742978]
[paragraph, [80.0, 1096.0, 334.0, 36.0], shoonya_2sIFBPF8T4WVXW, 5742978]
[paragraph, [435.0, 1166.0, 342.0, 36.0], ysid2kfCNp, 5742978]
[paragraph, [435.0, 1202.0, 342.0, 36.0], ysid2kfCNp, 5742978]
[paragraph, [435.0, 1238.0, 342.0, 36.0], ysid2kfCNp, 5742978]
[paragraph, [435.0, 1274.0, 342.0, 36.0], ysid2kfCNp, 5742978]
[paragraph, [435.0, 1310.0, 342.0, 36.0], ysid2kfCNp, 5742978]
[paragraph, [435.0, 1346.0, 342.0, 36.0], ysid2kfCNp, 5742978]
[paragraph, [435.0, 1382.0, 342.0, 36.0], ysid2kfCNp, 5742978]
[paragraph, [435.0, 1418.0, 342.0, 36.0], ysid2kfCNp, 5742978]
[paragraph, [78.0, 1167.0, 336.0, 36.0], at3kvLNsPK, 5742978]
[paragraph, [78.0, 1203.0, 336.0, 36.0], at3kvLNsPK, 5742978]
[paragraph, [78.0, 1239.0, 336.0, 36.0], at3kvLNsPK, 5742978]
[paragraph, [78.0, 1275.0, 336.0, 36.0], at3kvLNsPK, 5742978]
[paragraph, [78.0, 1311.0, 336.0, 36.0], at3kvLNsPK, 5742978]
[paragraph, [78.0, 1347.0, 336.0, 36.0], at3kvLNsPK, 5742978]
[paragraph, [78.0, 1383.0, 336.0, 36.0], at3kvLNsPK, 5742978]
[paragraph, [78.0, 1419.0, 336.0, 36.0], at3kvLNsPK, 5742978]
[paragraph, [791.0, 1207.0, 346.0, 36.0], e2xCNUWsUv, 5742978]
[paragraph, [791.0, 1243.0, 346.0, 36.0], e2xCNUWsUv, 5742978]
[paragraph, [791.0, 1279.0, 346.0, 36.0], e2xCNUWsUv, 5742978]
[paragraph, [791.0, 1315.0, 346.0, 36.0], e2xCNUWsUv, 5742978]
[paragraph, [791.0, 1351.0, 346.0, 36.0], e2xCNUWsUv, 5742978]
[paragraph, [791.0, 1387.0, 346.0, 36.0], e2xCNUWsUv, 5742978]
[paragraph, [791.0, 1423.0, 346.0, 36.0], e2xCNUWsUv, 5742978]
[folio, [438.0, 1484.0, 101.0, 36.0], PIlOgdQ-Pj, 5742978]
[folio, [92.0, 1493.0, 101.0, 36.0], hRk7D4Kxqk, 5742978]
