[1823, 1375]
[folio, [543.0, 108.0, 298.0, 36.0], shoonya_1s0FP93X6GSLCM, 5684143]
[paragraph, [113.0, 1125.0, 569.0, 36.0], shoonya_6sW0O9KOA020FG, 5684143]
[paragraph, [113.0, 1161.0, 569.0, 36.0], shoonya_6sW0O9KOA020FG, 5684143]
[paragraph, [113.0, 1197.0, 569.0, 36.0], shoonya_6sW0O9KOA020FG, 5684143]
[paragraph, [113.0, 1233.0, 569.0, 36.0], shoonya_6sW0O9KOA020FG, 5684143]
[paragraph, [113.0, 1269.0, 569.0, 36.0], shoonya_6sW0O9KOA020FG, 5684143]
[paragraph, [703.0, 1338.0, 561.0, 36.0], rhPrv33TTL, 5684143]
[paragraph, [703.0, 1374.0, 561.0, 36.0], rhPrv33TTL, 5684143]
[paragraph, [703.0, 1410.0, 561.0, 36.0], rhPrv33TTL, 5684143]
[paragraph, [703.0, 1446.0, 561.0, 36.0], rhPrv33TTL, 5684143]
[paragraph, [703.0, 1482.0, 561.0, 36.0], rhPrv33TTL, 5684143]
[paragraph, [113.0, 1340.0, 566.0, 36.0], shoonya_7s71RE6LHLY1DN, 5684143]
[paragraph, [113.0, 1376.0, 566.0, 36.0], shoonya_7s71RE6LHLY1DN, 5684143]
[paragraph, [113.0, 1412.0, 566.0, 36.0], shoonya_7s71RE6LHLY1DN, 5684143]
[paragraph, [113.0, 1448.0, 566.0, 36.0], shoonya_7s71RE6LHLY1DN, 5684143]
[paragraph, [113.0, 1484.0, 566.0, 36.0], shoonya_7s71RE6LHLY1DN, 5684143]
[paragraph, [113.0, 1520.0, 566.0, 36.0], shoonya_7s71RE6LHLY1DN, 5684143]
[paragraph, [113.0, 1556.0, 566.0, 36.0], shoonya_7s71RE6LHLY1DN, 5684143]
[paragraph, [113.0, 1592.0, 566.0, 36.0], shoonya_7s71RE6LHLY1DN, 5684143]
[paragraph, [113.0, 1628.0, 566.0, 36.0], shoonya_7s71RE6LHLY1DN, 5684143]
[paragraph, [113.0, 1664.0, 566.0, 36.0], shoonya_7s71RE6LHLY1DN, 5684143]
[paragraph, [703.0, 1553.0, 566.0, 36.0], nmRDtJlYgs, 5684143]
[paragraph, [703.0, 1589.0, 566.0, 36.0], nmRDtJlYgs, 5684143]
[paragraph, [703.0, 1625.0, 566.0, 36.0], nmRDtJlYgs, 5684143]
[paragraph, [703.0, 1661.0, 566.0, 36.0], nmRDtJlYgs, 5684143]
