[2230, 1704]
[paragraph, [114.0, 127.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [106.0, 1684.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 1720.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 1756.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 1792.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 1828.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 1864.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 1900.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 1936.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 1972.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 2008.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 2044.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [910.0, 1753.0, 763.0, 36.0], shoonya_8s4M13DCXUS74N, 5654008]
[paragraph, [910.0, 1789.0, 763.0, 36.0], shoonya_8s4M13DCXUS74N, 5654008]
[paragraph, [910.0, 1825.0, 763.0, 36.0], shoonya_8s4M13DCXUS74N, 5654008]
[paragraph, [910.0, 1861.0, 763.0, 36.0], shoonya_8s4M13DCXUS74N, 5654008]
[paragraph, [910.0, 1897.0, 763.0, 36.0], shoonya_8s4M13DCXUS74N, 5654008]
[paragraph, [910.0, 1933.0, 763.0, 36.0], shoonya_8s4M13DCXUS74N, 5654008]
[paragraph, [910.0, 1969.0, 763.0, 36.0], shoonya_8s4M13DCXUS74N, 5654008]
[paragraph, [910.0, 2005.0, 763.0, 36.0], shoonya_8s4M13DCXUS74N, 5654008]
[paragraph, [910.0, 2041.0, 763.0, 36.0], shoonya_8s4M13DCXUS74N, 5654008]
[paragraph, [910.0, 2077.0, 763.0, 36.0], shoonya_8s4M13DCXUS74N, 5654008]
[folio, [809.0, 2121.0, 176.0, 36.0], shoonya_9sREZZXU7AZPO2, 5654008]
[footnote, [505.0, 2185.0, 695.0, 36.0], shoonya_10sJX3QC9QE73A, 5654008]
