[2339, 1656]
[paragraph, [860.0, 92.0, 696.0, 36.0], shoonya_8s71HCCP2Z14XZ, 5749943]
[paragraph, [888.0, 1643.0, 701.0, 36.0], KwCj5fQguH, 5749943]
[paragraph, [890.0, 1699.0, 699.0, 36.0], uu9E5xV6_c, 5749943]
[paragraph, [890.0, 1735.0, 699.0, 36.0], uu9E5xV6_c, 5749943]
[paragraph, [890.0, 1771.0, 699.0, 36.0], uu9E5xV6_c, 5749943]
[paragraph, [896.0, 1809.0, 701.0, 36.0], shoonya_2sAYJ6HLAIT3WJ, 5749943]
[paragraph, [896.0, 1845.0, 701.0, 36.0], shoonya_2sAYJ6HLAIT3WJ, 5749943]
[paragraph, [896.0, 1881.0, 701.0, 36.0], shoonya_2sAYJ6HLAIT3WJ, 5749943]
[paragraph, [896.0, 1917.0, 701.0, 36.0], shoonya_2sAYJ6HLAIT3WJ, 5749943]
[paragraph, [896.0, 1953.0, 701.0, 36.0], shoonya_2sAYJ6HLAIT3WJ, 5749943]
[paragraph, [896.0, 1989.0, 701.0, 36.0], shoonya_2sAYJ6HLAIT3WJ, 5749943]
[paragraph, [896.0, 2025.0, 701.0, 36.0], shoonya_2sAYJ6HLAIT3WJ, 5749943]
[paragraph, [896.0, 2061.0, 701.0, 36.0], shoonya_2sAYJ6HLAIT3WJ, 5749943]
[paragraph, [896.0, 2097.0, 701.0, 36.0], shoonya_2sAYJ6HLAIT3WJ, 5749943]
