[2339, 1653]
[folio, [193.0, 363.0, 160.0, 36.0], NV_iKRWSuo, 5735701]
[paragraph, [839.0, 1781.0, 610.0, 36.0], shoonya_3s488E4VOC6NH0, 5735701]
[paragraph, [839.0, 1817.0, 610.0, 36.0], shoonya_3s488E4VOC6NH0, 5735701]
[paragraph, [839.0, 1853.0, 610.0, 36.0], shoonya_3s488E4VOC6NH0, 5735701]
[paragraph, [839.0, 1889.0, 610.0, 36.0], shoonya_3s488E4VOC6NH0, 5735701]
[paragraph, [839.0, 1925.0, 610.0, 36.0], shoonya_3s488E4VOC6NH0, 5735701]
[paragraph, [839.0, 1961.0, 610.0, 36.0], shoonya_3s488E4VOC6NH0, 5735701]
[paragraph, [839.0, 1997.0, 610.0, 36.0], shoonya_3s488E4VOC6NH0, 5735701]
[paragraph, [199.0, 1880.0, 616.0, 36.0], shoonya_6sWG68YO14CGX5, 5735701]
[paragraph, [199.0, 1916.0, 616.0, 36.0], shoonya_6sWG68YO14CGX5, 5735701]
[paragraph, [199.0, 1952.0, 616.0, 36.0], shoonya_6sWG68YO14CGX5, 5735701]
[paragraph, [199.0, 1988.0, 616.0, 36.0], shoonya_6sWG68YO14CGX5, 5735701]
[folio, [205.0, 2081.0, 240.0, 36.0], shoonya_11sC9ICFCSV8KH, 5735701]
