[2640, 2040]
[folio, [220.0, 111.0, 382.0, 46.5], gH1TsARgGR, 5694430]
[paragraph, [495.0, 1821.5, 450.0, 46.5], shoonya_15s24H1GN0NIYY, 5694430]
[paragraph, [695.0, 1975.0, 250.0, 46.5], shoonya_16sN4SSDR98E11, 5694430]
[paragraph, [695.0, 2021.5, 250.0, 46.5], shoonya_16sN4SSDR98E11, 5694430]
[paragraph, [695.0, 2068.0, 250.0, 46.5], shoonya_16sN4SSDR98E11, 5694430]
[paragraph, [695.0, 2114.5, 250.0, 46.5], shoonya_16sN4SSDR98E11, 5694430]
[paragraph, [695.0, 2161.0, 250.0, 46.5], shoonya_16sN4SSDR98E11, 5694430]
[paragraph, [695.0, 2207.5, 250.0, 46.5], shoonya_16sN4SSDR98E11, 5694430]
[paragraph, [695.0, 2254.0, 250.0, 46.5], shoonya_16sN4SSDR98E11, 5694430]
[paragraph, [695.0, 2300.5, 250.0, 46.5], shoonya_16sN4SSDR98E11, 5694430]
[paragraph, [982.0, 2025.0, 857.0, 46.5], shoonya_9s7GQ62V06BA5O, 5694430]
[paragraph, [982.0, 2071.5, 857.0, 46.5], shoonya_9s7GQ62V06BA5O, 5694430]
[paragraph, [982.0, 2118.0, 857.0, 46.5], shoonya_9s7GQ62V06BA5O, 5694430]
[paragraph, [982.0, 2164.5, 857.0, 46.5], shoonya_9s7GQ62V06BA5O, 5694430]
[paragraph, [982.0, 2211.0, 857.0, 46.5], shoonya_9s7GQ62V06BA5O, 5694430]
[paragraph, [982.0, 2257.5, 857.0, 46.5], shoonya_9s7GQ62V06BA5O, 5694430]
[paragraph, [982.0, 2304.0, 857.0, 46.5], shoonya_9s7GQ62V06BA5O, 5694430]
[footnote, [124.0, 2428.0, 1724.0, 46.5], shoonya_20sI1RVIYK9ZBF, 5694430]
[footnote, [124.0, 2474.5, 1724.0, 46.5], shoonya_20sI1RVIYK9ZBF, 5694430]
[footnote, [124.0, 2521.0, 1724.0, 46.5], shoonya_20sI1RVIYK9ZBF, 5694430]
