[2339, 1656]
[paragraph, [764.0, 104.0, 713.0, 36.0], shoonya_3sG162LANVDI6U, 5749450]
[paragraph, [48.0, 1391.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1427.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1463.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1499.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1535.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1571.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1607.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1643.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1679.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1715.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1751.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1787.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1823.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1859.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1895.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1931.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 1967.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 2003.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 2039.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [48.0, 2075.0, 711.0, 36.0], shoonya_1sDT4PF6J2URRP, 5749450]
[paragraph, [900.0, 1399.0, 471.0, 36.0], 379ewmMcV8, 5749450]
[paragraph, [900.0, 1435.0, 471.0, 36.0], 379ewmMcV8, 5749450]
[paragraph, [790.0, 1506.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1542.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1578.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1614.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1650.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1686.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1722.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1758.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1794.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1830.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1866.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1902.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1938.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 1974.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 2010.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
[paragraph, [790.0, 2046.0, 712.0, 36.0], shoonya_4s4LLKLYF37ETQ, 5749450]
