[1468, 909]
[folio, [293.0, 91.0, 314.0, 18.0], j8lQHnWnV-, 5770271]
[paragraph, [75.0, 335.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 353.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 371.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 389.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 407.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 425.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 443.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 461.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 479.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 497.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 515.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 533.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 551.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 569.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 587.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 605.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 623.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 641.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 659.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 677.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 695.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 713.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 731.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 749.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [75.0, 767.0, 375.0, 18.0], zQAvkDaQF_, 5770271]
[paragraph, [455.0, 398.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 416.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 434.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 452.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 470.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 488.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 506.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 524.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 542.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 560.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 578.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 596.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 614.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 632.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 650.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 668.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 686.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 704.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 722.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 740.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 758.0, 379.0, 18.0], kkokqMir8K, 5770271]
[paragraph, [455.0, 776.0, 379.0, 18.0], kkokqMir8K, 5770271]
[sub-section-title, [333.0, 863.0, 242.0, 25.5], NWONKsomNX, 5770271]
[paragraph, [118.0, 921.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 939.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 957.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 975.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 993.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 1011.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 1029.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 1047.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 1065.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 1083.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 1101.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 1119.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 1137.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 1155.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 1173.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 1191.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [118.0, 1209.0, 529.0, 18.0], shoonya_1s3ILZCAO31LI2, 5770271]
[paragraph, [114.0, 1229.0, 460.0, 18.0], T3YBVhpJKQ, 5770271]
[paragraph, [114.0, 1247.0, 460.0, 18.0], T3YBVhpJKQ, 5770271]
[paragraph, [114.0, 1265.0, 460.0, 18.0], T3YBVhpJKQ, 5770271]
[paragraph, [114.0, 1283.0, 460.0, 18.0], T3YBVhpJKQ, 5770271]
[paragraph, [114.0, 1301.0, 460.0, 18.0], T3YBVhpJKQ, 5770271]
[paragraph, [114.0, 1319.0, 460.0, 18.0], T3YBVhpJKQ, 5770271]
[paragraph, [114.0, 1337.0, 460.0, 18.0], T3YBVhpJKQ, 5770271]
[paragraph, [114.0, 1355.0, 460.0, 18.0], T3YBVhpJKQ, 5770271]
[paragraph, [114.0, 1373.0, 460.0, 18.0], T3YBVhpJKQ, 5770271]
