[4767, 3325]
[paragraph, [342.0, 545.0, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [394.0, 3562.0, 2343.0, 52.5], PfEJP5xbay, 5709606]
[paragraph, [394.0, 3614.5, 2343.0, 52.5], PfEJP5xbay, 5709606]
[paragraph, [394.0, 3667.0, 2343.0, 52.5], PfEJP5xbay, 5709606]
[paragraph, [394.0, 3719.5, 2343.0, 52.5], PfEJP5xbay, 5709606]
[paragraph, [394.0, 3772.0, 2343.0, 52.5], PfEJP5xbay, 5709606]
[paragraph, [394.0, 3824.5, 2343.0, 52.5], PfEJP5xbay, 5709606]
[footnote, [431.0, 3910.0, 2176.0, 52.5], 9RJ8nGAxW3, 5709606]
[footnote, [431.0, 3962.5, 2176.0, 52.5], 9RJ8nGAxW3, 5709606]
[footnote, [431.0, 4015.0, 2176.0, 52.5], 9RJ8nGAxW3, 5709606]
[footnote, [431.0, 4067.5, 2176.0, 52.5], 9RJ8nGAxW3, 5709606]
