[1625, 1211]
[headline, [624.0, 96.0, 315.0, 37.5], shoonya_6sAUU5XGQ76GS8, 5742416]
[paragraph, [432.0, 1018.0, 350.0, 36.0], hF7f19hLf9, 5742416]
[paragraph, [432.0, 1054.0, 350.0, 36.0], hF7f19hLf9, 5742416]
[paragraph, [432.0, 1090.0, 350.0, 36.0], hF7f19hLf9, 5742416]
[paragraph, [432.0, 1126.0, 350.0, 36.0], hF7f19hLf9, 5742416]
[paragraph, [432.0, 1162.0, 350.0, 36.0], hF7f19hLf9, 5742416]
[paragraph, [432.0, 1198.0, 350.0, 36.0], hF7f19hLf9, 5742416]
[sub-section-title, [158.0, 1030.0, 187.0, 36.0], nkz2HqslhZ, 5742416]
[paragraph, [74.0, 1080.0, 352.0, 36.0], 3qspa4KzPJ, 5742416]
[paragraph, [74.0, 1116.0, 352.0, 36.0], 3qspa4KzPJ, 5742416]
[paragraph, [74.0, 1152.0, 352.0, 36.0], 3qspa4KzPJ, 5742416]
[paragraph, [74.0, 1188.0, 352.0, 36.0], 3qspa4KzPJ, 5742416]
[paragraph, [74.0, 1224.0, 352.0, 36.0], 3qspa4KzPJ, 5742416]
[paragraph, [74.0, 1260.0, 352.0, 36.0], 3qspa4KzPJ, 5742416]
[paragraph, [74.0, 1296.0, 352.0, 36.0], 3qspa4KzPJ, 5742416]
[paragraph, [74.0, 1332.0, 352.0, 36.0], 3qspa4KzPJ, 5742416]
[paragraph, [74.0, 1368.0, 352.0, 36.0], 3qspa4KzPJ, 5742416]
[paragraph, [74.0, 1404.0, 352.0, 36.0], 3qspa4KzPJ, 5742416]
[paragraph, [74.0, 1440.0, 352.0, 36.0], 3qspa4KzPJ, 5742416]
[paragraph, [440.0, 1270.0, 339.0, 36.0], shoonya_4sPXWB6FFDJI67, 5742416]
[paragraph, [440.0, 1306.0, 339.0, 36.0], shoonya_4sPXWB6FFDJI67, 5742416]
[paragraph, [440.0, 1342.0, 339.0, 36.0], shoonya_4sPXWB6FFDJI67, 5742416]
[paragraph, [440.0, 1378.0, 339.0, 36.0], shoonya_4sPXWB6FFDJI67, 5742416]
[paragraph, [440.0, 1414.0, 339.0, 36.0], shoonya_4sPXWB6FFDJI67, 5742416]
[paragraph, [440.0, 1450.0, 339.0, 36.0], shoonya_4sPXWB6FFDJI67, 5742416]
[paragraph, [797.0, 1426.0, 344.0, 36.0], shoonya_3sXUMPQQUO7PLW, 5742416]
[paragraph, [797.0, 1462.0, 344.0, 36.0], shoonya_3sXUMPQQUO7PLW, 5742416]
