[1468, 909]
[headline, [72.0, 80.0, 206.0, 25.5], QO60mZ8kPY, 5770476]
[paragraph, [75.0, 776.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 794.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 812.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 830.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 848.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 866.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 884.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 902.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 920.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 938.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 956.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 974.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 992.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1010.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1028.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1046.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1064.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1082.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1100.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1118.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1136.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1154.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1172.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1190.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1208.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1226.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1244.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1262.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1280.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1298.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[paragraph, [75.0, 1316.0, 371.0, 18.0], J0ca87tUOS, 5770476]
[section-title, [455.0, 685.0, 365.0, 30.0], yHKbc2ZaM4, 5770476]
[contact-info, [628.0, 724.0, 150.0, 18.0], TI3Z3yrycZ, 5770476]
[paragraph, [452.0, 784.0, 224.0, 18.0], drF0ry5s_J, 5770476]
[paragraph, [452.0, 802.0, 224.0, 18.0], drF0ry5s_J, 5770476]
[paragraph, [458.0, 824.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 842.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 860.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 878.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 896.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 914.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 932.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 950.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 968.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 986.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1004.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1022.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1040.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1058.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1076.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1094.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1112.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1130.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1148.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1166.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1184.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1202.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1220.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1238.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1256.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1274.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1292.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1310.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[paragraph, [458.0, 1328.0, 365.0, 18.0], shoonya_0sZ4G3SY1MKQXC, 5770476]
[contact-info, [127.0, 1350.0, 530.0, 18.0], iJBkQMcclj, 5770476]
[contact-info, [127.0, 1368.0, 530.0, 18.0], iJBkQMcclj, 5770476]
