[2200, 1700]
[ordered-list, [207.0, 127.0, 1084.0, 36.0], shoonya_4sKHNL2ZXQ1HWU, 5738812]
[ordered-list, [210.0, 1801.0, 1085.0, 36.0], shoonya_5sQATFM1JNZELV, 5738812]
[ordered-list, [210.0, 1837.0, 1085.0, 36.0], shoonya_5sQATFM1JNZELV, 5738812]
[ordered-list, [210.0, 1873.0, 1085.0, 36.0], shoonya_5sQATFM1JNZELV, 5738812]
[ordered-list, [210.0, 1909.0, 1085.0, 36.0], shoonya_5sQATFM1JNZELV, 5738812]
[ordered-list, [210.0, 1945.0, 1085.0, 36.0], shoonya_5sQATFM1JNZELV, 5738812]
[ordered-list, [210.0, 1981.0, 1085.0, 36.0], shoonya_5sQATFM1JNZELV, 5738812]
[sidebar, [1306.0, 1877.0, 121.0, 36.0], uMifJmCVW5, 5738812]
[sidebar, [1306.0, 1913.0, 121.0, 36.0], uMifJmCVW5, 5738812]
[footnote, [212.0, 2058.0, 830.0, 36.0], shoonya_6sO1W6NCG4L3UC, 5738812]
[footnote, [212.0, 2094.0, 830.0, 36.0], shoonya_6sO1W6NCG4L3UC, 5738812]
[folio, [214.0, 2142.0, 174.0, 36.0], HZ24LmvSeL, 5738812]
