[1818, 1374]
[folio, [481.0, 107.0, 411.0, 36.0], shoonya_0sIDT1WMHXL8RY, 5683268]
[paragraph, [698.0, 1537.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1573.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1609.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1645.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [114.0, 948.0, 562.0, 36.0], gtdE8j5Azi, 5683268]
[paragraph, [114.0, 984.0, 562.0, 36.0], gtdE8j5Azi, 5683268]
[paragraph, [114.0, 1020.0, 562.0, 36.0], gtdE8j5Azi, 5683268]
[paragraph, [114.0, 1056.0, 562.0, 36.0], gtdE8j5Azi, 5683268]
[paragraph, [114.0, 1092.0, 562.0, 36.0], gtdE8j5Azi, 5683268]
[paragraph, [114.0, 1159.0, 561.0, 36.0], Ft-QohUUv_, 5683268]
[paragraph, [114.0, 1195.0, 561.0, 36.0], Ft-QohUUv_, 5683268]
[paragraph, [114.0, 1231.0, 561.0, 36.0], Ft-QohUUv_, 5683268]
[paragraph, [112.0, 1289.0, 562.0, 36.0], bGd6XhSi1h, 5683268]
[paragraph, [112.0, 1325.0, 562.0, 36.0], bGd6XhSi1h, 5683268]
[paragraph, [112.0, 1361.0, 562.0, 36.0], bGd6XhSi1h, 5683268]
[paragraph, [112.0, 1397.0, 562.0, 36.0], bGd6XhSi1h, 5683268]
[paragraph, [112.0, 1433.0, 562.0, 36.0], bGd6XhSi1h, 5683268]
[paragraph, [112.0, 1469.0, 562.0, 36.0], bGd6XhSi1h, 5683268]
[paragraph, [112.0, 1505.0, 562.0, 36.0], bGd6XhSi1h, 5683268]
[paragraph, [112.0, 1541.0, 562.0, 36.0], bGd6XhSi1h, 5683268]
[paragraph, [112.0, 1577.0, 562.0, 36.0], bGd6XhSi1h, 5683268]
[paragraph, [112.0, 1613.0, 562.0, 36.0], bGd6XhSi1h, 5683268]
[paragraph, [112.0, 1649.0, 562.0, 36.0], bGd6XhSi1h, 5683268]
