[2339, 1654]
[folio, [1326.0, 74.0, 257.0, 36.0], QQSknYynVb, 5751304]
[paragraph, [102.0, 1281.0, 1461.0, 36.0], shoonya_1s2X6U83S9F0L2, 5751304]
[paragraph, [102.0, 1317.0, 1461.0, 36.0], shoonya_1s2X6U83S9F0L2, 5751304]
[paragraph, [102.0, 1353.0, 1461.0, 36.0], shoonya_1s2X6U83S9F0L2, 5751304]
[paragraph, [102.0, 1389.0, 1461.0, 36.0], shoonya_1s2X6U83S9F0L2, 5751304]
[paragraph, [102.0, 1425.0, 1461.0, 36.0], shoonya_1s2X6U83S9F0L2, 5751304]
[paragraph, [102.0, 1461.0, 1461.0, 36.0], shoonya_1s2X6U83S9F0L2, 5751304]
[paragraph, [102.0, 1497.0, 1461.0, 36.0], shoonya_1s2X6U83S9F0L2, 5751304]
[paragraph, [102.0, 1533.0, 1461.0, 36.0], shoonya_1s2X6U83S9F0L2, 5751304]
[paragraph, [102.0, 1569.0, 1461.0, 36.0], shoonya_1s2X6U83S9F0L2, 5751304]
[paragraph, [102.0, 1605.0, 1461.0, 36.0], shoonya_1s2X6U83S9F0L2, 5751304]
[paragraph, [259.0, 1657.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 1693.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 1729.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 1765.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 1801.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 1837.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 1873.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 1909.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 1945.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 1981.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 2017.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 2053.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 2089.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[paragraph, [259.0, 2125.0, 1175.0, 36.0], hEcRpfbNNm, 5751304]
[reference, [998.0, 2176.0, 409.0, 36.0], shoonya_0sECW0YST890QJ, 5751304]
