[6000, 4167]
[folio, [1182.0, 619.0, 1734.0, 52.5], xUuvsm1a6u, 5721472]
[paragraph, [607.0, 4183.0, 2961.0, 52.5], shoonya_1sXSNGPSCNB5IA, 5721472]
[paragraph, [614.0, 4279.0, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4331.5, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4384.0, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4436.5, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4489.0, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4541.5, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4594.0, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4646.5, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4699.0, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4751.5, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4804.0, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4856.5, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4909.0, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [614.0, 4961.5, 2944.0, 52.5], shoonya_0sK3Y1Z33T5HFE, 5721472]
[paragraph, [619.0, 5088.0, 2955.0, 52.5], ebgeyTIP__, 5721472]
[paragraph, [619.0, 5140.5, 2955.0, 52.5], ebgeyTIP__, 5721472]
[paragraph, [619.0, 5193.0, 2955.0, 52.5], ebgeyTIP__, 5721472]
[paragraph, [619.0, 5245.5, 2955.0, 52.5], ebgeyTIP__, 5721472]
[paragraph, [619.0, 5298.0, 2955.0, 52.5], ebgeyTIP__, 5721472]
[paragraph, [619.0, 5350.5, 2955.0, 52.5], ebgeyTIP__, 5721472]
