[2078, 1431]
[chapter-title, [368.0, 89.0, 954.0, 70.5], shoonya_12sSSYQBDDCKWF, 5654191]
[paragraph, [952.0, 1417.0, 394.0, 36.0], shoonya_9sELY28GQ7909F, 5654191]
[paragraph, [730.0, 1459.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [730.0, 1495.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [730.0, 1531.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [730.0, 1567.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [730.0, 1603.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [730.0, 1639.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [730.0, 1675.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [730.0, 1711.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [730.0, 1747.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [730.0, 1783.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [730.0, 1819.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [730.0, 1855.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [730.0, 1891.0, 637.0, 36.0], 3Z2V8_kBKm, 5654191]
[paragraph, [80.0, 1483.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[paragraph, [80.0, 1519.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[paragraph, [80.0, 1555.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[paragraph, [80.0, 1591.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[paragraph, [80.0, 1627.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[paragraph, [80.0, 1663.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[paragraph, [80.0, 1699.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[paragraph, [80.0, 1735.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[paragraph, [80.0, 1771.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[paragraph, [80.0, 1807.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[paragraph, [80.0, 1843.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[paragraph, [80.0, 1879.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[paragraph, [80.0, 1915.0, 630.0, 36.0], shoonya_5sF62Q54GBMMUC, 5654191]
[folio, [532.0, 1957.0, 387.0, 36.0], O51bY8A5cs, 5654191]
[dateline, [82.0, 1985.0, 180.0, 64.5], vUec55I-gi, 5654191]
[footnote, [364.0, 2033.0, 719.0, 36.0], gkvUzU45xb, 5654191]
