[1754, 1241]
[sidebar, [884.0, 85.0, 240.0, 36.0], Yl9Z9I8g3G, 5719082]
[placeholder-text, [141.0, 642.0, 1009.0, 18.0], AWd7EPt85_, 5719082]
[placeholder-text, [141.0, 660.0, 1009.0, 18.0], AWd7EPt85_, 5719082]
[placeholder-text, [141.0, 678.0, 1009.0, 18.0], AWd7EPt85_, 5719082]
[placeholder-text, [141.0, 696.0, 1009.0, 18.0], AWd7EPt85_, 5719082]
[placeholder-text, [141.0, 714.0, 1009.0, 18.0], AWd7EPt85_, 5719082]
[placeholder-text, [141.0, 732.0, 1009.0, 18.0], AWd7EPt85_, 5719082]
[placeholder-text, [141.0, 750.0, 1009.0, 18.0], AWd7EPt85_, 5719082]
[placeholder-text, [141.0, 768.0, 1009.0, 18.0], AWd7EPt85_, 5719082]
[placeholder-text, [141.0, 786.0, 1009.0, 18.0], AWd7EPt85_, 5719082]
[placeholder-text, [141.0, 962.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 980.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 998.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1016.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1034.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1052.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1070.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1088.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1106.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1124.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1142.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1160.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1178.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1196.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1214.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1232.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1250.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1268.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1286.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1304.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1322.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1340.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1358.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1376.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1394.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1412.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1430.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1448.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1466.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1484.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1502.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1520.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[placeholder-text, [141.0, 1538.0, 1003.0, 18.0], rsCprQEDBG, 5719082]
[folio, [59.0, 1605.0, 69.0, 36.0], shoonya_0sNE6JAV9FGA9M, 5719082]
