[1326, 829]
[headline, [319.0, 102.0, 146.0, 25.5], kQleZXYpme, 5770739]
[paragraph, [418.0, 521.0, 335.0, 18.0], ew2i_f7GuU, 5770739]
[paragraph, [418.0, 539.0, 335.0, 18.0], ew2i_f7GuU, 5770739]
[paragraph, [418.0, 557.0, 335.0, 18.0], ew2i_f7GuU, 5770739]
[paragraph, [418.0, 575.0, 335.0, 18.0], ew2i_f7GuU, 5770739]
[paragraph, [418.0, 593.0, 335.0, 18.0], ew2i_f7GuU, 5770739]
[paragraph, [418.0, 611.0, 335.0, 18.0], ew2i_f7GuU, 5770739]
[paragraph, [418.0, 629.0, 335.0, 18.0], ew2i_f7GuU, 5770739]
[paragraph, [418.0, 647.0, 335.0, 18.0], ew2i_f7GuU, 5770739]
[paragraph, [418.0, 665.0, 335.0, 18.0], ew2i_f7GuU, 5770739]
[paragraph, [423.0, 688.0, 334.0, 18.0], _Slur_6vS9, 5770739]
[paragraph, [423.0, 706.0, 334.0, 18.0], _Slur_6vS9, 5770739]
[paragraph, [423.0, 724.0, 334.0, 18.0], _Slur_6vS9, 5770739]
[paragraph, [423.0, 742.0, 334.0, 18.0], _Slur_6vS9, 5770739]
[paragraph, [423.0, 760.0, 334.0, 18.0], _Slur_6vS9, 5770739]
[paragraph, [423.0, 778.0, 334.0, 18.0], _Slur_6vS9, 5770739]
[paragraph, [423.0, 796.0, 334.0, 18.0], _Slur_6vS9, 5770739]
[paragraph, [80.0, 798.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 816.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 834.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 852.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 870.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 888.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 906.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 924.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 942.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 960.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 978.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 996.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 1014.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 1032.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [80.0, 1050.0, 335.0, 18.0], -KOIA1ZGwY, 5770739]
[paragraph, [422.0, 823.0, 333.0, 18.0], KL1RiwZbSZ, 5770739]
[paragraph, [422.0, 841.0, 333.0, 18.0], KL1RiwZbSZ, 5770739]
[paragraph, [422.0, 859.0, 333.0, 18.0], KL1RiwZbSZ, 5770739]
[paragraph, [422.0, 877.0, 333.0, 18.0], KL1RiwZbSZ, 5770739]
[paragraph, [425.0, 905.0, 336.0, 18.0], Y_Cq7_bTd1, 5770739]
[paragraph, [425.0, 923.0, 336.0, 18.0], Y_Cq7_bTd1, 5770739]
[paragraph, [425.0, 941.0, 336.0, 18.0], Y_Cq7_bTd1, 5770739]
[paragraph, [425.0, 959.0, 336.0, 18.0], Y_Cq7_bTd1, 5770739]
[paragraph, [425.0, 977.0, 336.0, 18.0], Y_Cq7_bTd1, 5770739]
[paragraph, [425.0, 995.0, 336.0, 18.0], Y_Cq7_bTd1, 5770739]
[paragraph, [425.0, 1013.0, 336.0, 18.0], Y_Cq7_bTd1, 5770739]
[paragraph, [425.0, 1031.0, 336.0, 18.0], Y_Cq7_bTd1, 5770739]
[paragraph, [425.0, 1049.0, 336.0, 18.0], Y_Cq7_bTd1, 5770739]
[footnote, [123.0, 1070.0, 565.0, 18.0], zrRMv05KBn, 5770739]
[footnote, [123.0, 1088.0, 565.0, 18.0], zrRMv05KBn, 5770739]
[footnote, [123.0, 1106.0, 565.0, 18.0], zrRMv05KBn, 5770739]
[footnote, [123.0, 1124.0, 565.0, 18.0], zrRMv05KBn, 5770739]
[footnote, [123.0, 1142.0, 565.0, 18.0], zrRMv05KBn, 5770739]
[footnote, [123.0, 1160.0, 565.0, 18.0], zrRMv05KBn, 5770739]
[footnote, [123.0, 1178.0, 565.0, 18.0], zrRMv05KBn, 5770739]
[footnote, [123.0, 1196.0, 565.0, 18.0], zrRMv05KBn, 5770739]
[footnote, [123.0, 1214.0, 565.0, 18.0], zrRMv05KBn, 5770739]
[footnote, [123.0, 1232.0, 565.0, 18.0], zrRMv05KBn, 5770739]
[reference, [506.0, 1133.0, 187.0, 18.0], JcgWpD8R9U, 5770739]
