[2094, 1567]
[paragraph, [814.0, 108.0, 725.0, 36.0], oSCGYk085Y, 5712956]
[paragraph, [810.0, 917.0, 728.0, 36.0], shoonya_0sDUUP3KRAB0B1, 5712956]
[paragraph, [810.0, 953.0, 728.0, 36.0], shoonya_0sDUUP3KRAB0B1, 5712956]
[paragraph, [69.0, 951.0, 559.0, 36.0], akQFP5PlFi, 5712956]
[paragraph, [69.0, 987.0, 559.0, 36.0], akQFP5PlFi, 5712956]
[paragraph, [69.0, 1023.0, 559.0, 36.0], akQFP5PlFi, 5712956]
[paragraph, [69.0, 1059.0, 559.0, 36.0], akQFP5PlFi, 5712956]
[paragraph, [69.0, 1095.0, 559.0, 36.0], akQFP5PlFi, 5712956]
[paragraph, [69.0, 1131.0, 559.0, 36.0], akQFP5PlFi, 5712956]
[paragraph, [69.0, 1167.0, 559.0, 36.0], akQFP5PlFi, 5712956]
[paragraph, [810.0, 1012.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[paragraph, [810.0, 1048.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[paragraph, [810.0, 1084.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[paragraph, [810.0, 1120.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[paragraph, [810.0, 1156.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[paragraph, [810.0, 1192.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[paragraph, [810.0, 1228.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[paragraph, [810.0, 1264.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[paragraph, [810.0, 1300.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[paragraph, [810.0, 1336.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[paragraph, [810.0, 1372.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[paragraph, [810.0, 1408.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[paragraph, [810.0, 1444.0, 727.0, 36.0], shoonya_4sF9KWBBQKKHPN, 5712956]
[author, [112.0, 1223.0, 661.0, 36.0], mejC55FKTF, 5712956]
[paragraph, [69.0, 1324.0, 739.0, 36.0], IebigfBDkG, 5712956]
[paragraph, [69.0, 1360.0, 739.0, 36.0], IebigfBDkG, 5712956]
[paragraph, [69.0, 1396.0, 739.0, 36.0], IebigfBDkG, 5712956]
[paragraph, [69.0, 1432.0, 739.0, 36.0], IebigfBDkG, 5712956]
[paragraph, [69.0, 1468.0, 739.0, 36.0], IebigfBDkG, 5712956]
[paragraph, [817.0, 1492.0, 534.0, 36.0], shoonya_13s7Z00A6SZHPL, 5712956]
[paragraph, [69.0, 1536.0, 733.0, 36.0], HoGPWh4lXW, 5712956]
[paragraph, [69.0, 1572.0, 733.0, 36.0], HoGPWh4lXW, 5712956]
[paragraph, [69.0, 1608.0, 733.0, 36.0], HoGPWh4lXW, 5712956]
[paragraph, [810.0, 1558.0, 551.0, 36.0], AaEfdQA5MF, 5712956]
[paragraph, [810.0, 1594.0, 551.0, 36.0], AaEfdQA5MF, 5712956]
[paragraph, [810.0, 1630.0, 551.0, 36.0], AaEfdQA5MF, 5712956]
[paragraph, [76.0, 1662.0, 722.0, 36.0], shoonya_12s6LSKLG7GAUV, 5712956]
[paragraph, [76.0, 1698.0, 722.0, 36.0], shoonya_12s6LSKLG7GAUV, 5712956]
[paragraph, [76.0, 1734.0, 722.0, 36.0], shoonya_12s6LSKLG7GAUV, 5712956]
[paragraph, [76.0, 1770.0, 722.0, 36.0], shoonya_12s6LSKLG7GAUV, 5712956]
[paragraph, [76.0, 1806.0, 722.0, 36.0], shoonya_12s6LSKLG7GAUV, 5712956]
[author, [829.0, 1698.0, 713.0, 36.0], SAxr49KF7p, 5712956]
[paragraph, [812.0, 1801.0, 727.0, 36.0], EQHI7vbaGg, 5712956]
[paragraph, [812.0, 1837.0, 727.0, 36.0], EQHI7vbaGg, 5712956]
[paragraph, [812.0, 1873.0, 727.0, 36.0], EQHI7vbaGg, 5712956]
[paragraph, [812.0, 1909.0, 727.0, 36.0], EQHI7vbaGg, 5712956]
[paragraph, [812.0, 1945.0, 727.0, 36.0], EQHI7vbaGg, 5712956]
[paragraph, [82.0, 1864.0, 713.0, 36.0], shoonya_10sBG0BO2I6NOW, 5712956]
[paragraph, [82.0, 1900.0, 713.0, 36.0], shoonya_10sBG0BO2I6NOW, 5712956]
[paragraph, [82.0, 1936.0, 713.0, 36.0], shoonya_10sBG0BO2I6NOW, 5712956]
[paragraph, [82.0, 1972.0, 713.0, 36.0], shoonya_10sBG0BO2I6NOW, 5712956]
[paragraph, [816.0, 2006.0, 744.0, 36.0], guZrvihiaX, 5712956]
