[2230, 1704]
[paragraph, [104.0, 146.0, 783.0, 36.0], shoonya_3sYH1T7Y3OKDNA, 5654771]
[paragraph, [89.0, 1022.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 1058.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 1094.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 1130.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 1166.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 1202.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [85.0, 1251.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1287.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1323.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1359.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1395.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1431.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1467.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1503.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1539.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1575.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1611.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1647.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1683.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1719.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [85.0, 1755.0, 802.0, 36.0], shoonya_0sAG6FJBQLMPA3, 5654771]
[paragraph, [918.0, 1575.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 1611.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 1647.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 1683.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 1719.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 1755.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 1791.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 1827.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 1863.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 1899.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 1935.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 1971.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 2007.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 2043.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [918.0, 2079.0, 763.0, 36.0], shoonya_4sBCT3DDP2KNI7, 5654771]
[paragraph, [112.0, 1804.0, 784.0, 36.0], shoonya_1sH2WPE1XZYV63, 5654771]
[paragraph, [112.0, 1840.0, 784.0, 36.0], shoonya_1sH2WPE1XZYV63, 5654771]
[paragraph, [112.0, 1876.0, 784.0, 36.0], shoonya_1sH2WPE1XZYV63, 5654771]
[paragraph, [112.0, 1912.0, 784.0, 36.0], shoonya_1sH2WPE1XZYV63, 5654771]
[paragraph, [112.0, 1948.0, 784.0, 36.0], shoonya_1sH2WPE1XZYV63, 5654771]
[paragraph, [112.0, 1984.0, 784.0, 36.0], shoonya_1sH2WPE1XZYV63, 5654771]
[paragraph, [112.0, 2020.0, 784.0, 36.0], shoonya_1sH2WPE1XZYV63, 5654771]
[paragraph, [112.0, 2056.0, 784.0, 36.0], shoonya_1sH2WPE1XZYV63, 5654771]
[paragraph, [112.0, 2092.0, 784.0, 36.0], shoonya_1sH2WPE1XZYV63, 5654771]
[folio, [818.0, 2145.0, 178.0, 36.0], shoonya_7sTLVNK2GW0LUQ, 5654771]
