[872, 605]
[folio, [40.0, 27.0, 86.0, 18.0], NEy981Iimm, 6457481]
[paragraph, [302.0, 481.0, 243.0, 18.0], f6MUZwSjwP, 6457481]
[paragraph, [39.0, 485.0, 261.0, 18.0], FHUgpmPgFT, 6457481]
[paragraph, [39.0, 503.0, 261.0, 18.0], FHUgpmPgFT, 6457481]
[paragraph, [302.0, 498.0, 237.0, 18.0], aW4Rgp9b8_, 6457481]
[paragraph, [302.0, 516.0, 237.0, 18.0], aW4Rgp9b8_, 6457481]
[paragraph, [38.0, 523.0, 259.0, 18.0], X_9i6iltlZ, 6457481]
[paragraph, [302.0, 535.0, 260.0, 18.0], jGDRmLNcgZ, 6457481]
[paragraph, [302.0, 553.0, 260.0, 18.0], jGDRmLNcgZ, 6457481]
[paragraph, [37.0, 544.0, 200.0, 18.0], yUYQvS91vV, 6457481]
[paragraph, [38.0, 565.0, 264.0, 18.0], lhyngyfDlZ, 6457481]
[paragraph, [38.0, 583.0, 264.0, 18.0], lhyngyfDlZ, 6457481]
[reference, [304.0, 582.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 600.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 618.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 636.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 654.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 672.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 690.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 708.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 726.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 744.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 762.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 780.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 798.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[reference, [304.0, 816.0, 263.0, 18.0], 1DRD2oPwqf, 6457481]
[paragraph, [38.0, 602.0, 263.0, 18.0], eJouiTZwrG, 6457481]
[paragraph, [38.0, 620.0, 263.0, 18.0], eJouiTZwrG, 6457481]
[paragraph, [38.0, 643.0, 244.0, 18.0], 9zoufqBxyO, 6457481]
[paragraph, [38.0, 661.0, 244.0, 18.0], 9zoufqBxyO, 6457481]
[paragraph, [36.0, 680.0, 255.0, 18.0], -QTWU05MxK, 6457481]
[paragraph, [36.0, 698.0, 255.0, 18.0], -QTWU05MxK, 6457481]
[paragraph, [37.0, 716.0, 216.0, 18.0], bHsykx1392, 6457481]
[reference, [37.0, 740.0, 268.0, 18.0], f0lGVX69T4, 6457481]
[reference, [37.0, 758.0, 268.0, 18.0], f0lGVX69T4, 6457481]
[reference, [37.0, 776.0, 268.0, 18.0], f0lGVX69T4, 6457481]
[reference, [37.0, 794.0, 268.0, 18.0], f0lGVX69T4, 6457481]
[folio, [76.0, 824.0, 68.0, 18.0], xs7dX-07A6, 6457481]
