[1565, 1152]
[folio, [809.0, 90.0, 200.0, 36.0], q57ttMW0xY, 5712631]
[paragraph, [734.0, 1227.0, 293.0, 36.0], shoonya_4sAG2QYXUT0VDC, 5712631]
[paragraph, [734.0, 1263.0, 293.0, 36.0], shoonya_4sAG2QYXUT0VDC, 5712631]
[paragraph, [734.0, 1299.0, 293.0, 36.0], shoonya_4sAG2QYXUT0VDC, 5712631]
[paragraph, [734.0, 1335.0, 293.0, 36.0], shoonya_4sAG2QYXUT0VDC, 5712631]
[paragraph, [734.0, 1371.0, 293.0, 36.0], shoonya_4sAG2QYXUT0VDC, 5712631]
[paragraph, [108.0, 1114.0, 306.0, 36.0], shoonya_8sNTZDEUPE2TDP, 5712631]
[paragraph, [108.0, 1150.0, 306.0, 36.0], shoonya_8sNTZDEUPE2TDP, 5712631]
[paragraph, [108.0, 1186.0, 306.0, 36.0], shoonya_8sNTZDEUPE2TDP, 5712631]
[paragraph, [108.0, 1222.0, 306.0, 36.0], shoonya_8sNTZDEUPE2TDP, 5712631]
[paragraph, [108.0, 1258.0, 306.0, 36.0], shoonya_8sNTZDEUPE2TDP, 5712631]
[paragraph, [108.0, 1294.0, 306.0, 36.0], shoonya_8sNTZDEUPE2TDP, 5712631]
[paragraph, [108.0, 1330.0, 306.0, 36.0], shoonya_8sNTZDEUPE2TDP, 5712631]
[paragraph, [108.0, 1366.0, 306.0, 36.0], shoonya_8sNTZDEUPE2TDP, 5712631]
[folio, [902.0, 1450.0, 139.0, 36.0], WhJ95Nh7il, 5712631]
