[1823, 1375]
[folio, [620.0, 103.0, 117.0, 36.0], shoonya_1sU1IHI60VW1F1, 5683484]
[footnote, [103.0, 1043.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1079.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1115.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1151.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1187.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1223.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1259.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1295.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1331.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1367.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1403.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1439.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1475.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1511.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1547.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1583.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1619.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
[footnote, [103.0, 1655.0, 1174.0, 36.0], shoonya_6s1GVL9DGIWAIU, 5683484]
