[1437, 878]
[headline, [367.0, 71.0, 161.0, 25.5], -TT6ibTUrF, 5769933]
[paragraph, [89.0, 1232.0, 347.0, 18.0], shoonya_1sQ9FK03RSRL5T, 5769933]
[paragraph, [89.0, 1250.0, 347.0, 18.0], shoonya_1sQ9FK03RSRL5T, 5769933]
[paragraph, [89.0, 1268.0, 347.0, 18.0], shoonya_1sQ9FK03RSRL5T, 5769933]
[paragraph, [89.0, 1286.0, 347.0, 18.0], shoonya_1sQ9FK03RSRL5T, 5769933]
[paragraph, [89.0, 1304.0, 347.0, 18.0], shoonya_1sQ9FK03RSRL5T, 5769933]
[paragraph, [89.0, 1322.0, 347.0, 18.0], shoonya_1sQ9FK03RSRL5T, 5769933]
[paragraph, [89.0, 1340.0, 347.0, 18.0], shoonya_1sQ9FK03RSRL5T, 5769933]
[paragraph, [452.0, 1220.0, 359.0, 18.0], shoonya_0sRHE7N59VJ9LC, 5769933]
[paragraph, [452.0, 1238.0, 359.0, 18.0], shoonya_0sRHE7N59VJ9LC, 5769933]
[paragraph, [452.0, 1256.0, 359.0, 18.0], shoonya_0sRHE7N59VJ9LC, 5769933]
[paragraph, [452.0, 1274.0, 359.0, 18.0], shoonya_0sRHE7N59VJ9LC, 5769933]
[paragraph, [452.0, 1292.0, 359.0, 18.0], shoonya_0sRHE7N59VJ9LC, 5769933]
[paragraph, [452.0, 1310.0, 359.0, 18.0], shoonya_0sRHE7N59VJ9LC, 5769933]
[paragraph, [452.0, 1328.0, 359.0, 18.0], shoonya_0sRHE7N59VJ9LC, 5769933]
[paragraph, [452.0, 1346.0, 359.0, 18.0], shoonya_0sRHE7N59VJ9LC, 5769933]
