[792, 612]
[paragraph, [62.0, 54.0, 159.0, 18.0], shoonya_0sXPTWAS0SL8NA, 6516883]
[paragraph, [225.0, 336.0, 159.0, 18.0], s-Ml0u1jfu, 6516883]
[paragraph, [390.0, 282.0, 159.0, 18.0], UXWselEN2s, 6516883]
[paragraph, [390.0, 309.0, 159.0, 18.0], Q3432KX__J, 6516883]
[paragraph, [390.0, 327.0, 159.0, 18.0], Q3432KX__J, 6516883]
[paragraph, [61.0, 323.0, 158.0, 18.0], r94GDmyf8i, 6516883]
[paragraph, [61.0, 341.0, 158.0, 18.0], r94GDmyf8i, 6516883]
[paragraph, [389.0, 352.0, 162.0, 18.0], LNsGjdt075, 6516883]
[paragraph, [389.0, 370.0, 162.0, 18.0], LNsGjdt075, 6516883]
[paragraph, [389.0, 388.0, 162.0, 18.0], LNsGjdt075, 6516883]
[paragraph, [389.0, 406.0, 162.0, 18.0], LNsGjdt075, 6516883]
[paragraph, [389.0, 424.0, 162.0, 18.0], LNsGjdt075, 6516883]
[paragraph, [389.0, 442.0, 162.0, 18.0], LNsGjdt075, 6516883]
[paragraph, [225.0, 365.0, 160.0, 18.0], uit3fwgDzi, 6516883]
[paragraph, [225.0, 383.0, 160.0, 18.0], uit3fwgDzi, 6516883]
[paragraph, [61.0, 366.0, 158.0, 18.0], 6yCSvMlQSM, 6516883]
[paragraph, [61.0, 384.0, 158.0, 18.0], 6yCSvMlQSM, 6516883]
[paragraph, [60.0, 408.0, 162.0, 18.0], sFCgjV5qRh, 6516883]
[paragraph, [60.0, 426.0, 162.0, 18.0], sFCgjV5qRh, 6516883]
[paragraph, [60.0, 444.0, 162.0, 18.0], sFCgjV5qRh, 6516883]
[paragraph, [60.0, 462.0, 162.0, 18.0], sFCgjV5qRh, 6516883]
[paragraph, [60.0, 480.0, 162.0, 18.0], sFCgjV5qRh, 6516883]
[paragraph, [60.0, 498.0, 162.0, 18.0], sFCgjV5qRh, 6516883]
[paragraph, [225.0, 408.0, 160.0, 18.0], BcH4vTbYXc, 6516883]
[paragraph, [225.0, 437.0, 160.0, 18.0], FE6N5reQnt, 6516883]
[paragraph, [225.0, 455.0, 160.0, 18.0], FE6N5reQnt, 6516883]
[paragraph, [225.0, 473.0, 160.0, 18.0], FE6N5reQnt, 6516883]
[paragraph, [389.0, 477.0, 161.0, 18.0], lCKZQ3Grma, 6516883]
[paragraph, [389.0, 495.0, 161.0, 18.0], lCKZQ3Grma, 6516883]
[paragraph, [389.0, 513.0, 161.0, 18.0], lCKZQ3Grma, 6516883]
[paragraph, [389.0, 531.0, 161.0, 18.0], lCKZQ3Grma, 6516883]
[paragraph, [389.0, 549.0, 161.0, 18.0], lCKZQ3Grma, 6516883]
[paragraph, [389.0, 567.0, 161.0, 18.0], lCKZQ3Grma, 6516883]
[paragraph, [224.0, 508.0, 161.0, 18.0], KNZ-FPdwfA, 6516883]
[paragraph, [224.0, 526.0, 161.0, 18.0], KNZ-FPdwfA, 6516883]
[paragraph, [224.0, 544.0, 161.0, 18.0], KNZ-FPdwfA, 6516883]
[paragraph, [60.0, 522.0, 161.0, 18.0], _8kH3TjczX, 6516883]
[paragraph, [60.0, 540.0, 161.0, 18.0], _8kH3TjczX, 6516883]
[paragraph, [225.0, 564.0, 162.0, 18.0], -Dymeb8yUe, 6516883]
[paragraph, [225.0, 582.0, 162.0, 18.0], -Dymeb8yUe, 6516883]
[paragraph, [61.0, 577.0, 160.0, 18.0], b5PzILdzP7, 6516883]
[paragraph, [61.0, 595.0, 160.0, 18.0], b5PzILdzP7, 6516883]
[paragraph, [390.0, 591.0, 159.0, 18.0], v3DcS-FiaF, 6516883]
[paragraph, [390.0, 609.0, 159.0, 18.0], v3DcS-FiaF, 6516883]
[paragraph, [390.0, 627.0, 159.0, 18.0], v3DcS-FiaF, 6516883]
[paragraph, [60.0, 619.0, 160.0, 18.0], 8ZLH6ZYmyn, 6516883]
[paragraph, [60.0, 637.0, 160.0, 18.0], 8ZLH6ZYmyn, 6516883]
[paragraph, [60.0, 655.0, 160.0, 18.0], 8ZLH6ZYmyn, 6516883]
[paragraph, [60.0, 673.0, 160.0, 18.0], 8ZLH6ZYmyn, 6516883]
[paragraph, [60.0, 691.0, 160.0, 18.0], 8ZLH6ZYmyn, 6516883]
[paragraph, [225.0, 620.0, 158.0, 18.0], gFTKykC3GQ, 6516883]
[paragraph, [225.0, 638.0, 158.0, 18.0], gFTKykC3GQ, 6516883]
[paragraph, [225.0, 662.0, 160.0, 18.0], p6SU0Sy2zC, 6516883]
[paragraph, [225.0, 680.0, 160.0, 18.0], p6SU0Sy2zC, 6516883]
[paragraph, [225.0, 698.0, 160.0, 18.0], p6SU0Sy2zC, 6516883]
[paragraph, [389.0, 662.0, 160.0, 18.0], 0LsJZDe9pE, 6516883]
[paragraph, [389.0, 691.0, 161.0, 18.0], z2jANkqmla, 6516883]
