[1806, 1262]
[chapter-title, [452.0, 427.0, 296.0, 58.5], shoonya_4sM4CH2LLMDU5B, 5680304]
[paragraph, [96.0, 1040.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
[paragraph, [655.0, 1076.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1112.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1148.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1184.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1220.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1256.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1292.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1328.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1364.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1400.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1436.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1472.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1508.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1544.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1580.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1616.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [655.0, 1652.0, 510.0, 36.0], shoonya_3sORKWRANRZFQB, 5680304]
[paragraph, [88.0, 1097.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1133.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1169.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1205.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1241.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1277.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1313.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1349.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1385.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1421.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1457.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1493.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1529.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1565.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1601.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
[paragraph, [88.0, 1637.0, 519.0, 36.0], shoonya_1sTOBJRLM7BXRB, 5680304]
