[2067, 1567]
[folio, [185.0, 195.0, 148.0, 36.0], sjreVkNScj, 5735535]
[paragraph, [191.0, 995.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1031.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1067.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1103.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1139.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1175.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1211.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1247.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1283.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1319.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1355.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1391.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1427.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1463.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1499.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [191.0, 1535.0, 582.0, 36.0], shoonya_2sCB1B8OLO057I, 5735535]
[paragraph, [792.0, 827.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 863.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 899.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 935.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 971.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1007.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1043.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1079.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1115.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1151.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1187.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1223.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1259.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1295.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1331.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1367.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1403.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[paragraph, [792.0, 1439.0, 576.0, 36.0], shoonya_0sU3X9QYQ42RH8, 5735535]
[sidebar, [1414.0, 1079.0, 130.0, 36.0], shoonya_8sYG488EJN2444, 5735535]
[paragraph, [790.0, 1495.0, 581.0, 36.0], shoonya_4sBY9EV8WL7UHO, 5735535]
[paragraph, [790.0, 1531.0, 581.0, 36.0], shoonya_4sBY9EV8WL7UHO, 5735535]
[paragraph, [790.0, 1567.0, 581.0, 36.0], shoonya_4sBY9EV8WL7UHO, 5735535]
[paragraph, [790.0, 1603.0, 581.0, 36.0], shoonya_4sBY9EV8WL7UHO, 5735535]
[paragraph, [790.0, 1639.0, 581.0, 36.0], shoonya_4sBY9EV8WL7UHO, 5735535]
[paragraph, [790.0, 1675.0, 581.0, 36.0], shoonya_4sBY9EV8WL7UHO, 5735535]
[paragraph, [790.0, 1711.0, 581.0, 36.0], shoonya_4sBY9EV8WL7UHO, 5735535]
[paragraph, [790.0, 1747.0, 581.0, 36.0], shoonya_4sBY9EV8WL7UHO, 5735535]
[paragraph, [190.0, 1585.0, 584.0, 36.0], shoonya_7s47GVUHNIRN9U, 5735535]
[paragraph, [190.0, 1621.0, 584.0, 36.0], shoonya_7s47GVUHNIRN9U, 5735535]
[paragraph, [190.0, 1657.0, 584.0, 36.0], shoonya_7s47GVUHNIRN9U, 5735535]
[paragraph, [190.0, 1693.0, 584.0, 36.0], shoonya_7s47GVUHNIRN9U, 5735535]
[paragraph, [190.0, 1729.0, 584.0, 36.0], shoonya_7s47GVUHNIRN9U, 5735535]
[paragraph, [190.0, 1765.0, 584.0, 36.0], shoonya_7s47GVUHNIRN9U, 5735535]
[folio, [193.0, 1816.0, 223.0, 36.0], ut0TaecyeO, 5735535]
