[1625, 1211]
[headline, [78.0, 83.0, 1046.0, 37.5], shoonya_0sDXO9N6Y0D5Z8, 5742392]
[paragraph, [793.0, 1390.0, 337.0, 36.0], shoonya_2sM4W6H2SIJW2B, 5742392]
[paragraph, [793.0, 1426.0, 337.0, 36.0], shoonya_2sM4W6H2SIJW2B, 5742392]
[paragraph, [793.0, 1462.0, 337.0, 36.0], shoonya_2sM4W6H2SIJW2B, 5742392]
[paragraph, [78.0, 1278.0, 342.0, 36.0], C1rGXvj-9g, 5742392]
[paragraph, [78.0, 1314.0, 342.0, 36.0], C1rGXvj-9g, 5742392]
[paragraph, [78.0, 1350.0, 342.0, 36.0], C1rGXvj-9g, 5742392]
[paragraph, [78.0, 1386.0, 342.0, 36.0], C1rGXvj-9g, 5742392]
[paragraph, [78.0, 1422.0, 342.0, 36.0], C1rGXvj-9g, 5742392]
[paragraph, [78.0, 1458.0, 342.0, 36.0], C1rGXvj-9g, 5742392]
[paragraph, [438.0, 1308.0, 328.0, 36.0], p9s3IFkiTW, 5742392]
[paragraph, [438.0, 1344.0, 328.0, 36.0], p9s3IFkiTW, 5742392]
[paragraph, [438.0, 1380.0, 328.0, 36.0], p9s3IFkiTW, 5742392]
[paragraph, [438.0, 1416.0, 328.0, 36.0], p9s3IFkiTW, 5742392]
[paragraph, [438.0, 1452.0, 328.0, 36.0], p9s3IFkiTW, 5742392]
