[2339, 1653]
[folio, [1269.0, 330.0, 144.0, 36.0], ffKKkB4pH7, 5736155]
[paragraph, [237.0, 1585.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1621.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1657.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1693.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1729.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1765.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1801.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1837.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1873.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1909.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [837.0, 1676.0, 579.0, 36.0], shoonya_7s6R6N11ZVWX4H, 5736155]
[paragraph, [837.0, 1712.0, 579.0, 36.0], shoonya_7s6R6N11ZVWX4H, 5736155]
[paragraph, [837.0, 1748.0, 579.0, 36.0], shoonya_7s6R6N11ZVWX4H, 5736155]
[paragraph, [837.0, 1784.0, 579.0, 36.0], shoonya_7s6R6N11ZVWX4H, 5736155]
[paragraph, [837.0, 1820.0, 579.0, 36.0], shoonya_7s6R6N11ZVWX4H, 5736155]
[paragraph, [837.0, 1856.0, 579.0, 36.0], shoonya_7s6R6N11ZVWX4H, 5736155]
[paragraph, [837.0, 1892.0, 579.0, 36.0], shoonya_7s6R6N11ZVWX4H, 5736155]
[folio, [1178.0, 1965.0, 235.0, 36.0], 8HjjmL3Iey, 5736155]
