[2180, 1639]
[paragraph, [803.0, 172.0, 761.0, 36.0], shoonya_2sJA62AW4XU848, 5654331]
[paragraph, [43.0, 1288.0, 756.0, 36.0], shoonya_1s1UTO3LFH9OK6, 5654331]
[paragraph, [43.0, 1324.0, 756.0, 36.0], shoonya_1s1UTO3LFH9OK6, 5654331]
[paragraph, [43.0, 1360.0, 756.0, 36.0], shoonya_1s1UTO3LFH9OK6, 5654331]
[paragraph, [43.0, 1396.0, 756.0, 36.0], shoonya_1s1UTO3LFH9OK6, 5654331]
[paragraph, [43.0, 1432.0, 756.0, 36.0], shoonya_1s1UTO3LFH9OK6, 5654331]
[paragraph, [43.0, 1468.0, 756.0, 36.0], shoonya_1s1UTO3LFH9OK6, 5654331]
[paragraph, [43.0, 1504.0, 756.0, 36.0], shoonya_1s1UTO3LFH9OK6, 5654331]
[paragraph, [43.0, 1540.0, 756.0, 36.0], shoonya_1s1UTO3LFH9OK6, 5654331]
[paragraph, [43.0, 1576.0, 756.0, 36.0], shoonya_1s1UTO3LFH9OK6, 5654331]
[paragraph, [43.0, 1612.0, 756.0, 36.0], shoonya_1s1UTO3LFH9OK6, 5654331]
[paragraph, [43.0, 1648.0, 756.0, 36.0], shoonya_1s1UTO3LFH9OK6, 5654331]
[paragraph, [43.0, 1684.0, 756.0, 36.0], shoonya_1s1UTO3LFH9OK6, 5654331]
[paragraph, [836.0, 982.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1018.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1054.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1090.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1126.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1162.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1198.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1234.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1270.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1306.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1342.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1378.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1414.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [836.0, 1450.0, 752.0, 36.0], shoonya_3sMJNQ255H3FXN, 5654331]
[paragraph, [838.0, 1433.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1469.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1505.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1541.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1577.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1613.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1649.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1685.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1721.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1757.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1793.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1829.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1865.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1901.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1937.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 1973.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 2009.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [838.0, 2045.0, 782.0, 36.0], shoonya_0sIWZZN9DVCLHR, 5654331]
[paragraph, [83.0, 1715.0, 744.0, 36.0], shoonya_6sQP953FDCQKZA, 5654331]
[paragraph, [83.0, 1751.0, 744.0, 36.0], shoonya_6sQP953FDCQKZA, 5654331]
[paragraph, [83.0, 1787.0, 744.0, 36.0], shoonya_6sQP953FDCQKZA, 5654331]
[paragraph, [83.0, 1823.0, 744.0, 36.0], shoonya_6sQP953FDCQKZA, 5654331]
[paragraph, [83.0, 1859.0, 744.0, 36.0], shoonya_6sQP953FDCQKZA, 5654331]
[paragraph, [83.0, 1895.0, 744.0, 36.0], shoonya_6sQP953FDCQKZA, 5654331]
[paragraph, [83.0, 1931.0, 744.0, 36.0], shoonya_6sQP953FDCQKZA, 5654331]
[paragraph, [83.0, 1967.0, 744.0, 36.0], shoonya_6sQP953FDCQKZA, 5654331]
[paragraph, [83.0, 2003.0, 744.0, 36.0], shoonya_6sQP953FDCQKZA, 5654331]
[paragraph, [93.0, 2021.0, 758.0, 36.0], shoonya_8sO31QQ1NXR2KK, 5654331]
[paragraph, [93.0, 2057.0, 758.0, 36.0], shoonya_8sO31QQ1NXR2KK, 5654331]
[paragraph, [93.0, 2093.0, 758.0, 36.0], shoonya_8sO31QQ1NXR2KK, 5654331]
[folio, [491.0, 2116.0, 667.0, 36.0], shoonya_9sU728SM0KM9JM, 5654331]
