[1437, 878]
[headline, [306.0, 78.0, 336.0, 25.5], QlIIdhjZk3, 5770734]
[paragraph, [71.0, 406.0, 356.0, 18.0], yIT941TAox, 5770734]
[paragraph, [71.0, 424.0, 356.0, 18.0], yIT941TAox, 5770734]
[paragraph, [71.0, 442.0, 356.0, 18.0], yIT941TAox, 5770734]
[paragraph, [71.0, 460.0, 356.0, 18.0], yIT941TAox, 5770734]
[paragraph, [446.0, 442.0, 345.0, 18.0], pSeGN243o9, 5770734]
[paragraph, [446.0, 460.0, 345.0, 18.0], pSeGN243o9, 5770734]
[paragraph, [446.0, 478.0, 345.0, 18.0], pSeGN243o9, 5770734]
[paragraph, [446.0, 496.0, 345.0, 18.0], pSeGN243o9, 5770734]
[paragraph, [446.0, 514.0, 345.0, 18.0], pSeGN243o9, 5770734]
[paragraph, [75.0, 476.0, 349.0, 18.0], q_py1hmXQf, 5770734]
[paragraph, [75.0, 494.0, 349.0, 18.0], q_py1hmXQf, 5770734]
[paragraph, [73.0, 498.0, 354.0, 18.0], vbTzKQ8nXP, 5770734]
[paragraph, [73.0, 516.0, 354.0, 18.0], vbTzKQ8nXP, 5770734]
[paragraph, [73.0, 534.0, 354.0, 18.0], vbTzKQ8nXP, 5770734]
[paragraph, [73.0, 552.0, 354.0, 18.0], vbTzKQ8nXP, 5770734]
[paragraph, [73.0, 570.0, 354.0, 18.0], vbTzKQ8nXP, 5770734]
[paragraph, [73.0, 588.0, 354.0, 18.0], vbTzKQ8nXP, 5770734]
[paragraph, [73.0, 606.0, 354.0, 18.0], vbTzKQ8nXP, 5770734]
[paragraph, [73.0, 624.0, 354.0, 18.0], vbTzKQ8nXP, 5770734]
[paragraph, [434.0, 527.0, 354.0, 18.0], u7B4u79rQ-, 5770734]
[paragraph, [434.0, 545.0, 354.0, 18.0], u7B4u79rQ-, 5770734]
[paragraph, [434.0, 563.0, 354.0, 18.0], u7B4u79rQ-, 5770734]
[paragraph, [434.0, 581.0, 354.0, 18.0], u7B4u79rQ-, 5770734]
[paragraph, [434.0, 599.0, 354.0, 18.0], u7B4u79rQ-, 5770734]
[paragraph, [434.0, 617.0, 354.0, 18.0], u7B4u79rQ-, 5770734]
[paragraph, [432.0, 635.0, 354.0, 18.0], xLuz6yvGLn, 5770734]
[paragraph, [432.0, 653.0, 354.0, 18.0], xLuz6yvGLn, 5770734]
[paragraph, [432.0, 671.0, 354.0, 18.0], xLuz6yvGLn, 5770734]
[paragraph, [432.0, 689.0, 354.0, 18.0], xLuz6yvGLn, 5770734]
[paragraph, [432.0, 707.0, 354.0, 18.0], xLuz6yvGLn, 5770734]
[paragraph, [432.0, 725.0, 354.0, 18.0], xLuz6yvGLn, 5770734]
[paragraph, [432.0, 743.0, 354.0, 18.0], xLuz6yvGLn, 5770734]
[paragraph, [432.0, 761.0, 354.0, 18.0], xLuz6yvGLn, 5770734]
[paragraph, [432.0, 779.0, 354.0, 18.0], xLuz6yvGLn, 5770734]
[paragraph, [71.0, 641.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 659.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 677.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 695.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 713.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 731.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 749.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 767.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 785.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 803.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 821.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 839.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 857.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 875.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 893.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 911.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 929.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 947.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 965.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 983.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 1001.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 1019.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 1037.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 1055.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 1073.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 1091.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [71.0, 1109.0, 357.0, 18.0], -kNAR-VpXO, 5770734]
[paragraph, [453.0, 806.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 824.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 842.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 860.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 878.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 896.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 914.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 932.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 950.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 968.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 986.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1004.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1022.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1040.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1058.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1076.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1094.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1112.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1130.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1148.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1166.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1184.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1202.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1220.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1238.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1256.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1274.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1292.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1310.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [453.0, 1328.0, 334.0, 18.0], EM8krrZENY, 5770734]
[paragraph, [80.0, 1138.0, 305.0, 18.0], YrUNSsaqt_, 5770734]
[paragraph, [80.0, 1156.0, 305.0, 18.0], YrUNSsaqt_, 5770734]
[paragraph, [80.0, 1174.0, 305.0, 18.0], YrUNSsaqt_, 5770734]
[paragraph, [80.0, 1192.0, 305.0, 18.0], YrUNSsaqt_, 5770734]
[paragraph, [80.0, 1210.0, 305.0, 18.0], YrUNSsaqt_, 5770734]
[paragraph, [80.0, 1228.0, 305.0, 18.0], YrUNSsaqt_, 5770734]
[paragraph, [80.0, 1246.0, 305.0, 18.0], YrUNSsaqt_, 5770734]
[paragraph, [80.0, 1264.0, 305.0, 18.0], YrUNSsaqt_, 5770734]
[paragraph, [80.0, 1282.0, 305.0, 18.0], YrUNSsaqt_, 5770734]
[paragraph, [80.0, 1300.0, 305.0, 18.0], YrUNSsaqt_, 5770734]
[paragraph, [80.0, 1318.0, 305.0, 18.0], YrUNSsaqt_, 5770734]
[paragraph, [80.0, 1336.0, 305.0, 18.0], YrUNSsaqt_, 5770734]
