[1320, 1176]
[folio, [949.0, 58.0, 145.0, 18.0], zABQZTbQ8C, 5694356]
[paragraph, [430.0, 424.0, 321.0, 18.0], UjkUwtP62p, 5694356]
[paragraph, [430.0, 442.0, 321.0, 18.0], UjkUwtP62p, 5694356]
[paragraph, [430.0, 460.0, 321.0, 18.0], UjkUwtP62p, 5694356]
[paragraph, [430.0, 478.0, 321.0, 18.0], UjkUwtP62p, 5694356]
[paragraph, [430.0, 496.0, 321.0, 18.0], UjkUwtP62p, 5694356]
[paragraph, [430.0, 514.0, 321.0, 18.0], UjkUwtP62p, 5694356]
[paragraph, [430.0, 532.0, 321.0, 18.0], UjkUwtP62p, 5694356]
[paragraph, [430.0, 550.0, 321.0, 18.0], UjkUwtP62p, 5694356]
[paragraph, [772.0, 538.0, 321.0, 18.0], BiWAq0TeNY, 5694356]
[paragraph, [772.0, 556.0, 321.0, 18.0], BiWAq0TeNY, 5694356]
[paragraph, [772.0, 574.0, 321.0, 18.0], BiWAq0TeNY, 5694356]
[paragraph, [772.0, 592.0, 321.0, 18.0], BiWAq0TeNY, 5694356]
[paragraph, [772.0, 610.0, 321.0, 18.0], BiWAq0TeNY, 5694356]
[paragraph, [772.0, 628.0, 321.0, 18.0], BiWAq0TeNY, 5694356]
[paragraph, [82.0, 574.0, 322.0, 18.0], lfpLtOtAGz, 5694356]
[paragraph, [82.0, 592.0, 322.0, 18.0], lfpLtOtAGz, 5694356]
[paragraph, [82.0, 610.0, 322.0, 18.0], lfpLtOtAGz, 5694356]
[paragraph, [82.0, 628.0, 322.0, 18.0], lfpLtOtAGz, 5694356]
[paragraph, [82.0, 646.0, 322.0, 18.0], lfpLtOtAGz, 5694356]
[paragraph, [82.0, 664.0, 322.0, 18.0], lfpLtOtAGz, 5694356]
[paragraph, [82.0, 682.0, 322.0, 18.0], lfpLtOtAGz, 5694356]
[paragraph, [82.0, 700.0, 322.0, 18.0], lfpLtOtAGz, 5694356]
[paragraph, [82.0, 718.0, 322.0, 18.0], lfpLtOtAGz, 5694356]
[paragraph, [82.0, 736.0, 322.0, 18.0], lfpLtOtAGz, 5694356]
[paragraph, [455.0, 587.0, 184.0, 18.0], QVhIgt2R9U, 5694356]
[paragraph, [422.0, 618.0, 325.0, 18.0], 9NGH_BQoM4, 5694356]
[paragraph, [422.0, 636.0, 325.0, 18.0], 9NGH_BQoM4, 5694356]
[paragraph, [422.0, 654.0, 325.0, 18.0], 9NGH_BQoM4, 5694356]
[paragraph, [422.0, 672.0, 325.0, 18.0], 9NGH_BQoM4, 5694356]
[paragraph, [422.0, 690.0, 325.0, 18.0], 9NGH_BQoM4, 5694356]
[paragraph, [422.0, 708.0, 325.0, 18.0], 9NGH_BQoM4, 5694356]
[paragraph, [422.0, 726.0, 325.0, 18.0], 9NGH_BQoM4, 5694356]
[paragraph, [422.0, 744.0, 325.0, 18.0], 9NGH_BQoM4, 5694356]
[paragraph, [775.0, 676.0, 318.0, 18.0], 7PWOD7_UGF, 5694356]
[paragraph, [775.0, 694.0, 318.0, 18.0], 7PWOD7_UGF, 5694356]
[paragraph, [772.0, 734.0, 324.0, 18.0], NMFQ4MUGL2, 5694356]
[paragraph, [772.0, 752.0, 324.0, 18.0], NMFQ4MUGL2, 5694356]
[paragraph, [772.0, 770.0, 324.0, 18.0], NMFQ4MUGL2, 5694356]
[paragraph, [772.0, 788.0, 324.0, 18.0], NMFQ4MUGL2, 5694356]
[paragraph, [772.0, 806.0, 324.0, 18.0], NMFQ4MUGL2, 5694356]
[paragraph, [772.0, 824.0, 324.0, 18.0], NMFQ4MUGL2, 5694356]
[paragraph, [772.0, 842.0, 324.0, 18.0], NMFQ4MUGL2, 5694356]
[answer, [83.0, 767.0, 324.0, 18.0], XInpCwhLsM, 5694356]
[answer, [83.0, 785.0, 324.0, 18.0], XInpCwhLsM, 5694356]
[answer, [83.0, 803.0, 324.0, 18.0], XInpCwhLsM, 5694356]
[answer, [83.0, 821.0, 324.0, 18.0], XInpCwhLsM, 5694356]
[paragraph, [427.0, 788.0, 324.0, 18.0], uDBfxkanCG, 5694356]
[paragraph, [427.0, 806.0, 324.0, 18.0], uDBfxkanCG, 5694356]
[paragraph, [427.0, 824.0, 324.0, 18.0], uDBfxkanCG, 5694356]
[paragraph, [427.0, 842.0, 324.0, 18.0], uDBfxkanCG, 5694356]
[paragraph, [114.0, 851.0, 187.0, 18.0], Xr401TWA8q, 5694356]
[paragraph, [114.0, 869.0, 187.0, 18.0], Xr401TWA8q, 5694356]
[answer, [82.0, 970.0, 324.0, 18.0], 66sxZ3aPfx, 5694356]
[answer, [82.0, 988.0, 324.0, 18.0], 66sxZ3aPfx, 5694356]
[answer, [82.0, 1006.0, 324.0, 18.0], 66sxZ3aPfx, 5694356]
[paragraph, [79.0, 1052.0, 325.0, 18.0], 0jL5y5TPCX, 5694356]
[paragraph, [79.0, 1070.0, 325.0, 18.0], 0jL5y5TPCX, 5694356]
[paragraph, [79.0, 1088.0, 325.0, 18.0], 0jL5y5TPCX, 5694356]
[paragraph, [79.0, 1106.0, 325.0, 18.0], 0jL5y5TPCX, 5694356]
[paragraph, [79.0, 1124.0, 325.0, 18.0], 0jL5y5TPCX, 5694356]
[paragraph, [108.0, 1161.0, 129.0, 18.0], uut1lautWH, 5694356]
[paragraph, [68.0, 1190.0, 350.0, 18.0], iihduKdEnY, 5694356]
[paragraph, [68.0, 1208.0, 350.0, 18.0], iihduKdEnY, 5694356]
[paragraph, [68.0, 1226.0, 350.0, 18.0], iihduKdEnY, 5694356]
