[3968, 2806]
[paragraph, [171.0, 156.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [183.0, 1952.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2005.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2057.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2110.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2162.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2215.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2267.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2320.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2372.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2425.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2477.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2530.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2582.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2635.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2687.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2740.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2792.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2845.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2897.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 2950.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 3002.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 3055.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 3107.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 3160.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 3212.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 3265.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 3317.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 3370.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 3422.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 3475.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 3527.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 3580.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [1411.0, 2267.0, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2319.5, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2372.0, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2424.5, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2477.0, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2529.5, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2582.0, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2634.5, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2687.0, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2739.5, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2792.0, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2844.5, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2897.0, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 2949.5, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 3002.0, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 3054.5, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1411.0, 3107.0, 1191.0, 52.5], fS7qAXIbZA, 5683420]
[paragraph, [1422.0, 3309.0, 1170.0, 52.5], 02v6P6VBtP, 5683420]
[paragraph, [1422.0, 3361.5, 1170.0, 52.5], 02v6P6VBtP, 5683420]
[paragraph, [1422.0, 3414.0, 1170.0, 52.5], 02v6P6VBtP, 5683420]
[paragraph, [1422.0, 3466.5, 1170.0, 52.5], 02v6P6VBtP, 5683420]
[paragraph, [1422.0, 3519.0, 1170.0, 52.5], 02v6P6VBtP, 5683420]
[paragraph, [1422.0, 3571.5, 1170.0, 52.5], 02v6P6VBtP, 5683420]
[paragraph, [1422.0, 3624.0, 1170.0, 52.5], 02v6P6VBtP, 5683420]
[folio, [282.0, 3813.0, 677.0, 52.5], GRkblKUdP0, 5683420]
[folio, [282.0, 3865.5, 677.0, 52.5], GRkblKUdP0, 5683420]
