[1468, 909]
[folio, [372.0, 82.0, 146.0, 18.0], kbtrhEdhz6, 5770221]
[paragraph, [465.0, 503.0, 368.0, 18.0], uOnB_okL6y, 5770221]
[paragraph, [465.0, 521.0, 368.0, 18.0], uOnB_okL6y, 5770221]
[paragraph, [465.0, 539.0, 368.0, 18.0], uOnB_okL6y, 5770221]
[paragraph, [465.0, 557.0, 368.0, 18.0], uOnB_okL6y, 5770221]
[paragraph, [465.0, 575.0, 368.0, 18.0], uOnB_okL6y, 5770221]
[paragraph, [465.0, 593.0, 368.0, 18.0], uOnB_okL6y, 5770221]
[paragraph, [119.0, 449.0, 196.0, 18.0], F1Vw1XKwAY, 5770221]
[paragraph, [109.0, 484.0, 336.0, 18.0], 0AWDClNMlv, 5770221]
[paragraph, [109.0, 502.0, 336.0, 18.0], 0AWDClNMlv, 5770221]
[paragraph, [109.0, 520.0, 336.0, 18.0], 0AWDClNMlv, 5770221]
[paragraph, [109.0, 538.0, 336.0, 18.0], 0AWDClNMlv, 5770221]
[paragraph, [109.0, 556.0, 336.0, 18.0], 0AWDClNMlv, 5770221]
[paragraph, [109.0, 574.0, 336.0, 18.0], 0AWDClNMlv, 5770221]
[paragraph, [82.0, 607.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 625.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 643.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 661.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 679.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 697.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 715.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 733.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 751.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 769.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 787.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 805.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 823.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 841.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 859.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 877.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 895.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 913.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 931.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 949.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 967.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 985.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 1003.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [82.0, 1021.0, 369.0, 18.0], 0Z97s1qIRO, 5770221]
[paragraph, [459.0, 616.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 634.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 652.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 670.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 688.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 706.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 724.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 742.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 760.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 778.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 796.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 814.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 832.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 850.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [459.0, 868.0, 373.0, 18.0], 6C2DK3F4_v, 5770221]
[paragraph, [455.0, 903.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 921.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 939.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 957.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 975.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 993.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1011.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1029.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1047.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1065.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1083.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1101.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1119.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1137.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1155.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1173.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1191.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1209.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1227.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1245.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1263.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1281.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1299.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1317.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1335.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1353.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [455.0, 1371.0, 374.0, 18.0], gp4EcvjhyG, 5770221]
[paragraph, [112.0, 1062.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [112.0, 1080.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [112.0, 1098.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [112.0, 1116.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [112.0, 1134.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [112.0, 1152.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [112.0, 1170.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [112.0, 1188.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [112.0, 1206.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [112.0, 1224.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [112.0, 1242.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [112.0, 1260.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [112.0, 1278.0, 336.0, 18.0], WObm5Jv-iQ, 5770221]
[paragraph, [78.0, 1299.0, 370.0, 18.0], 51Y-CMfJ8K, 5770221]
[paragraph, [78.0, 1317.0, 370.0, 18.0], 51Y-CMfJ8K, 5770221]
[paragraph, [78.0, 1335.0, 370.0, 18.0], 51Y-CMfJ8K, 5770221]
[paragraph, [78.0, 1353.0, 370.0, 18.0], 51Y-CMfJ8K, 5770221]
[paragraph, [78.0, 1371.0, 370.0, 18.0], 51Y-CMfJ8K, 5770221]
