[2450, 1800]
[paragraph, [1207.0, 153.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [120.0, 645.0, 534.0, 36.0], INofTesIYp, 5694097]
[paragraph, [120.0, 681.0, 534.0, 36.0], INofTesIYp, 5694097]
[paragraph, [120.0, 717.0, 534.0, 36.0], INofTesIYp, 5694097]
[paragraph, [120.0, 753.0, 534.0, 36.0], INofTesIYp, 5694097]
[paragraph, [120.0, 789.0, 534.0, 36.0], INofTesIYp, 5694097]
[paragraph, [120.0, 825.0, 534.0, 36.0], INofTesIYp, 5694097]
[paragraph, [120.0, 861.0, 534.0, 36.0], INofTesIYp, 5694097]
[paragraph, [120.0, 897.0, 534.0, 36.0], INofTesIYp, 5694097]
[paragraph, [120.0, 933.0, 534.0, 36.0], INofTesIYp, 5694097]
[paragraph, [120.0, 969.0, 534.0, 36.0], INofTesIYp, 5694097]
[paragraph, [668.0, 722.0, 518.0, 36.0], kLuhWyln0C, 5694097]
[paragraph, [668.0, 758.0, 518.0, 36.0], kLuhWyln0C, 5694097]
[paragraph, [668.0, 794.0, 518.0, 36.0], kLuhWyln0C, 5694097]
[paragraph, [157.0, 1046.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1082.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1118.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1154.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1190.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1226.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1262.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1298.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1334.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1370.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1406.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1442.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1478.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1514.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1550.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1586.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1622.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1658.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1694.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1730.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1766.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1802.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1838.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1874.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1910.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1946.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 1982.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 2018.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 2054.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 2090.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 2126.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 2162.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [157.0, 2198.0, 508.0, 36.0], shoonya_5s2A600E23ZMF6, 5694097]
[paragraph, [684.0, 1486.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1522.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1558.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1594.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1630.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1666.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1702.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1738.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1774.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1810.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1846.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1882.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1918.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1954.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 1990.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 2026.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 2062.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 2098.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 2134.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 2170.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [684.0, 2206.0, 498.0, 36.0], shoonya_1sSBCAR92KWSWW, 5694097]
[paragraph, [1209.0, 1886.0, 499.0, 36.0], shoonya_6sH3J57VCN2AQH, 5694097]
[paragraph, [1209.0, 1922.0, 499.0, 36.0], shoonya_6sH3J57VCN2AQH, 5694097]
[paragraph, [1209.0, 1958.0, 499.0, 36.0], shoonya_6sH3J57VCN2AQH, 5694097]
[paragraph, [1209.0, 1994.0, 499.0, 36.0], shoonya_6sH3J57VCN2AQH, 5694097]
[paragraph, [1209.0, 2030.0, 499.0, 36.0], shoonya_6sH3J57VCN2AQH, 5694097]
[paragraph, [1209.0, 2066.0, 499.0, 36.0], shoonya_6sH3J57VCN2AQH, 5694097]
[paragraph, [1209.0, 2102.0, 499.0, 36.0], shoonya_6sH3J57VCN2AQH, 5694097]
[paragraph, [1209.0, 2138.0, 499.0, 36.0], shoonya_6sH3J57VCN2AQH, 5694097]
[paragraph, [1209.0, 2174.0, 499.0, 36.0], shoonya_6sH3J57VCN2AQH, 5694097]
[author, [1212.0, 2222.0, 177.0, 36.0], -QfaqhBKZq, 5694097]
[folio, [0.0, 2307.0, 329.0, 36.0], O3E8a2JRZE, 5694097]
