[1238, 765]
[headline, [223.0, 82.0, 432.0, 25.5], _h5suS5twx, 5770482]
[paragraph, [389.0, 993.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 1011.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 1029.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 1047.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 1065.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 1083.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 1101.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [75.0, 544.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 562.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 580.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 598.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 616.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 634.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 652.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 670.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 688.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 706.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 724.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 742.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 760.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [75.0, 778.0, 302.0, 18.0], 2C3CVLLNsF, 5770482]
[paragraph, [66.0, 814.0, 307.0, 18.0], PwulsseUTQ, 5770482]
[paragraph, [66.0, 832.0, 307.0, 18.0], PwulsseUTQ, 5770482]
[paragraph, [66.0, 850.0, 307.0, 18.0], PwulsseUTQ, 5770482]
[paragraph, [66.0, 868.0, 307.0, 18.0], PwulsseUTQ, 5770482]
[paragraph, [66.0, 886.0, 307.0, 18.0], PwulsseUTQ, 5770482]
[paragraph, [66.0, 904.0, 307.0, 18.0], PwulsseUTQ, 5770482]
[paragraph, [66.0, 922.0, 307.0, 18.0], PwulsseUTQ, 5770482]
[paragraph, [66.0, 940.0, 307.0, 18.0], PwulsseUTQ, 5770482]
[paragraph, [85.0, 966.0, 275.0, 18.0], NyH9CYPK69, 5770482]
[paragraph, [85.0, 984.0, 275.0, 18.0], NyH9CYPK69, 5770482]
[paragraph, [85.0, 1002.0, 275.0, 18.0], NyH9CYPK69, 5770482]
[paragraph, [85.0, 1020.0, 275.0, 18.0], NyH9CYPK69, 5770482]
[paragraph, [85.0, 1038.0, 275.0, 18.0], NyH9CYPK69, 5770482]
[paragraph, [85.0, 1056.0, 275.0, 18.0], NyH9CYPK69, 5770482]
[paragraph, [85.0, 1074.0, 275.0, 18.0], NyH9CYPK69, 5770482]
[paragraph, [85.0, 1092.0, 275.0, 18.0], NyH9CYPK69, 5770482]
[paragraph, [85.0, 1110.0, 275.0, 18.0], NyH9CYPK69, 5770482]
[paragraph, [85.0, 1128.0, 275.0, 18.0], NyH9CYPK69, 5770482]
[paragraph, [383.0, 1131.0, 302.0, 18.0], b2PrzXIg7w, 5770482]
