[1241, 827]
[folio, [368.0, 50.0, 319.0, 18.0], w0Lf4nsuSA, 6477972]
[ordered-list, [151.0, 683.0, 595.0, 18.0], shoonya_4sZ9U4YJJOS28D, 6477972]
[ordered-list, [151.0, 701.0, 595.0, 18.0], shoonya_4sZ9U4YJJOS28D, 6477972]
[ordered-list, [151.0, 719.0, 595.0, 18.0], shoonya_4sZ9U4YJJOS28D, 6477972]
[ordered-list, [151.0, 737.0, 595.0, 18.0], shoonya_4sZ9U4YJJOS28D, 6477972]
[ordered-list, [151.0, 755.0, 595.0, 18.0], shoonya_4sZ9U4YJJOS28D, 6477972]
[ordered-list, [151.0, 773.0, 595.0, 18.0], shoonya_4sZ9U4YJJOS28D, 6477972]
[ordered-list, [151.0, 791.0, 595.0, 18.0], shoonya_4sZ9U4YJJOS28D, 6477972]
[ordered-list, [151.0, 809.0, 595.0, 18.0], shoonya_4sZ9U4YJJOS28D, 6477972]
[paragraph, [104.0, 865.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 883.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 901.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 919.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 937.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 955.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 973.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 991.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 1009.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 1027.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 1045.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 1063.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 1081.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 1099.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 1117.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
[paragraph, [104.0, 1135.0, 648.0, 18.0], shoonya_0sBRI2G1LCAQ1W, 6477972]
