[1372, 849]
[section-title, [352.0, 69.0, 143.0, 30.0], shoonya_1s51FI7J2HFARA, 5710408]
[paragraph, [55.0, 545.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 563.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 581.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 599.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 617.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 635.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 653.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 681.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 699.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 717.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 735.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 753.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 771.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 789.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 807.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 825.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 843.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 861.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 879.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 897.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 915.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 933.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [55.0, 951.0, 731.0, 18.0], shoonya_2sUOYM6CSH8J9J, 5710408]
[paragraph, [61.0, 976.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 994.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1012.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1030.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1048.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1066.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1084.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1102.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1120.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1138.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1156.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1174.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1192.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1210.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1228.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1246.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1264.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
[paragraph, [61.0, 1282.0, 730.0, 18.0], 6dr_ZG7oUs, 5710408]
