[872, 605]
[paragraph, [35.0, 61.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [301.0, 622.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 640.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[reference, [30.0, 552.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 570.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 588.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 606.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 624.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 642.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 660.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 678.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 696.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 714.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 732.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 750.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 768.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 786.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[reference, [30.0, 804.0, 272.0, 18.0], IU7bf9nB5h, 6456868]
[paragraph, [305.0, 652.0, 262.0, 18.0], _UbD3iEzpn, 6456868]
[paragraph, [305.0, 670.0, 262.0, 18.0], _UbD3iEzpn, 6456868]
[paragraph, [305.0, 688.0, 262.0, 18.0], _UbD3iEzpn, 6456868]
[reference, [300.0, 710.0, 269.0, 18.0], wyx9TjBO7E, 6456868]
[reference, [300.0, 728.0, 269.0, 18.0], wyx9TjBO7E, 6456868]
[reference, [300.0, 746.0, 269.0, 18.0], wyx9TjBO7E, 6456868]
[reference, [300.0, 764.0, 269.0, 18.0], wyx9TjBO7E, 6456868]
[reference, [300.0, 782.0, 269.0, 18.0], wyx9TjBO7E, 6456868]
[reference, [300.0, 800.0, 269.0, 18.0], wyx9TjBO7E, 6456868]
[reference, [300.0, 818.0, 269.0, 18.0], wyx9TjBO7E, 6456868]
