[1818, 1374]
[folio, [626.0, 181.0, 118.0, 36.0], eF-LjBO_Lx, 5682711]
[paragraph, [108.0, 889.0, 563.0, 36.0], 1hN7RjNxqT, 5682711]
[paragraph, [108.0, 925.0, 563.0, 36.0], 1hN7RjNxqT, 5682711]
[paragraph, [108.0, 961.0, 563.0, 36.0], 1hN7RjNxqT, 5682711]
[paragraph, [108.0, 997.0, 563.0, 36.0], 1hN7RjNxqT, 5682711]
[paragraph, [108.0, 1033.0, 563.0, 36.0], 1hN7RjNxqT, 5682711]
[paragraph, [108.0, 1069.0, 563.0, 36.0], 1hN7RjNxqT, 5682711]
[paragraph, [108.0, 1105.0, 563.0, 36.0], 1hN7RjNxqT, 5682711]
[paragraph, [108.0, 1141.0, 563.0, 36.0], 1hN7RjNxqT, 5682711]
[paragraph, [696.0, 782.0, 565.0, 36.0], shoonya_4sT3AA2FQJK6WD, 5682711]
[paragraph, [696.0, 818.0, 565.0, 36.0], shoonya_4sT3AA2FQJK6WD, 5682711]
[paragraph, [696.0, 854.0, 565.0, 36.0], shoonya_4sT3AA2FQJK6WD, 5682711]
[paragraph, [696.0, 890.0, 565.0, 36.0], shoonya_4sT3AA2FQJK6WD, 5682711]
[paragraph, [698.0, 945.0, 564.0, 36.0], shoonya_1sD42MMS9OMR3C, 5682711]
[paragraph, [698.0, 981.0, 564.0, 36.0], shoonya_1sD42MMS9OMR3C, 5682711]
[paragraph, [698.0, 1017.0, 564.0, 36.0], shoonya_1sD42MMS9OMR3C, 5682711]
[paragraph, [698.0, 1053.0, 564.0, 36.0], shoonya_1sD42MMS9OMR3C, 5682711]
[paragraph, [698.0, 1089.0, 564.0, 36.0], shoonya_1sD42MMS9OMR3C, 5682711]
[paragraph, [698.0, 1125.0, 564.0, 36.0], shoonya_1sD42MMS9OMR3C, 5682711]
[paragraph, [698.0, 1161.0, 564.0, 36.0], shoonya_1sD42MMS9OMR3C, 5682711]
[paragraph, [698.0, 1197.0, 564.0, 36.0], shoonya_1sD42MMS9OMR3C, 5682711]
[paragraph, [110.0, 1189.0, 561.0, 36.0], shoonya_0sMM8DUMI52BE1, 5682711]
[paragraph, [110.0, 1225.0, 561.0, 36.0], shoonya_0sMM8DUMI52BE1, 5682711]
[paragraph, [110.0, 1261.0, 561.0, 36.0], shoonya_0sMM8DUMI52BE1, 5682711]
[paragraph, [110.0, 1297.0, 561.0, 36.0], shoonya_0sMM8DUMI52BE1, 5682711]
[paragraph, [110.0, 1333.0, 561.0, 36.0], shoonya_0sMM8DUMI52BE1, 5682711]
[paragraph, [110.0, 1369.0, 561.0, 36.0], shoonya_0sMM8DUMI52BE1, 5682711]
[paragraph, [110.0, 1405.0, 561.0, 36.0], shoonya_0sMM8DUMI52BE1, 5682711]
[paragraph, [698.0, 1270.0, 569.0, 36.0], shoonya_7sMSPQJ26204XU, 5682711]
[paragraph, [698.0, 1306.0, 569.0, 36.0], shoonya_7sMSPQJ26204XU, 5682711]
[paragraph, [698.0, 1342.0, 569.0, 36.0], shoonya_7sMSPQJ26204XU, 5682711]
[paragraph, [698.0, 1378.0, 569.0, 36.0], shoonya_7sMSPQJ26204XU, 5682711]
[paragraph, [729.0, 1475.0, 504.0, 36.0], xmjV3ItZ52, 5682711]
[paragraph, [110.0, 1476.0, 565.0, 36.0], _bLQ-qkPzF, 5682711]
[paragraph, [110.0, 1512.0, 565.0, 36.0], _bLQ-qkPzF, 5682711]
[paragraph, [110.0, 1548.0, 565.0, 36.0], _bLQ-qkPzF, 5682711]
[paragraph, [110.0, 1584.0, 565.0, 36.0], _bLQ-qkPzF, 5682711]
[paragraph, [110.0, 1620.0, 565.0, 36.0], _bLQ-qkPzF, 5682711]
[paragraph, [734.0, 1516.0, 476.0, 36.0], eMxFQ5cR0V, 5682711]
[paragraph, [693.0, 1558.0, 572.0, 36.0], G_ZRGtW5R2, 5682711]
[paragraph, [693.0, 1594.0, 572.0, 36.0], G_ZRGtW5R2, 5682711]
[paragraph, [693.0, 1630.0, 572.0, 36.0], G_ZRGtW5R2, 5682711]
[paragraph, [737.0, 1677.0, 527.0, 36.0], qPk0wIOpQH, 5682711]
[paragraph, [154.0, 1681.0, 520.0, 36.0], Cq_kitVKPz, 5682711]
